filename,type,title,description,source_url,body_excerpt
Down_and_Out_in_the_Magic_Kingdom_-_Wikipedia_6391e26b.md,md,Down and Out in the Magic Kingdom - Wikipedia,,https://en.wikipedia.org/wiki/Down_and_Out_in_the_Magic_Kingdom,"# Down and Out in the Magic Kingdom - Wikipedia --- title: Down and Out in the Magic Kingdom - Wikipedia author: Authority control databases MusicBrainz work MusicBrainz release group Open Library url: https://en.wikipedia.org/wiki/Down_and_Out_in_the_Magic_Kingdom hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2004-03-12 --- | Author | | |---| [Science fiction](https://en.wikipedia.org/wiki/Science_fiction),[Social Science Fiction](https://en.wikipedia.org/wiki/Social_Scienc"
Effective_Ventures_cd6d856a.md,md,Effective Ventures,,https://ev.org/,# Effective Ventures --- title: Effective Ventures url: https://ev.org/ hostname: ev.org sitename: Effective Ventures date: 2024-11-19 --- ## EV Operations provides support for these organisations EV Operations enables unusually impactful organisations to achieve their goals. We aim to provide world-class operational support and infrastructure that allows effective organisations to thrive.
Elo_rating_system_-_Wikipedia_0240201a.md,md,Elo rating system - Wikipedia,,https://en.wikipedia.org/wiki/Elo_rating_system,"# Elo rating system - Wikipedia --- title: Elo rating system - Wikipedia url: https://en.wikipedia.org/wiki/Elo_rating_system hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2002-08-11 --- The **Elo** is a method for calculating the relative skill levels of players, originally designed for rating chess players. It is a special case of the [[a]](https://en.wikipedia.org#cite_note-1)rating system [Bradley–Terry model](https://en.wikipedia.org/wiki/Bradley%E2%80%93Terry_model). T"
Evals_ce1ac4cb.md,md,Evals,A list of evals resources & plans,https://www.mariushobbhahn.com/evals,"# Evals --- title: Evals author: Marius Hobbhahn url: https://www.mariushobbhahn.com/evals/ hostname: mariushobbhahn.com description: A list of evals resources & plans date: 2024-01-01 --- I want to grow the evals field and make it more accessible for people who want to start doing evals. My goal is that someone who is new to evals could either spend a day, a week or a month on the materials here and gain the most important evals skills and insights for that timeframe. I think evals is extremely"
Evaluating_frontier_AI_RD_capabilities_of_language_model_agents_against_human_experts_b1af10e6.md,md,Evaluating frontier AI R&D capabilities of language model agents against human experts,,https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms,"# Evaluating frontier AI R&D capabilities of language model agents against human experts --- title: Evaluating frontier AI R&D capabilities of language model agents against human experts author: METR url: https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms hostname: metr.org sitename: METR Blog date: 2024-11-22 --- We’re releasing RE-Bench, a new benchmark for measuring the performance of humans and frontier model agents on ML research engineering tasks. We also share data from "
Exclusive_New_Research_Shows_AI_Strategically_Lying_6f6ffce8.md,md,Exclusive: New Research Shows AI Strategically Lying,"Experiments by Anthropic and Redwood Research show how Anthropic's model, Claude, is capable of strategic deceit",https://time.com/7202784/ai-research-strategic-lying,"# Exclusive: New Research Shows AI Strategically Lying --- title: Exclusive: New Research Shows AI Strategically Lying author: Billy Perrigo url: https://time.com/7202784/ai-research-strategic-lying/ hostname: time.com description: Experiments by Anthropic and Redwood Research show how Anthropic's model, Claude, is capable of strategic deceit sitename: Time date: 2024-12-18 categories: ['Business'] --- For years, computer scientists have worried that advanced artificial intelligence might be dif"
Expansion_microscopy_-_Wikipedia_42b2892c.md,md,Expansion microscopy - Wikipedia,,https://en.wikipedia.org/wiki/Expansion_microscopy,"# Expansion microscopy - Wikipedia --- title: Expansion microscopy - Wikipedia url: https://en.wikipedia.org/wiki/Expansion_microscopy hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2015-10-21 --- **Expansion microscopy** (ExM) is a sample preparation tool for biological samples that allows investigators to identify small structures by expanding them using a [polymer](https://en.wikipedia.org/wiki/Polymer) system. [1] The premise is to introduce a polymer network into cellula"
External_validity_-_Wikipedia_c3e552b8.md,md,External validity - Wikipedia,,https://en.wikipedia.org/wiki/External_validity,"# External validity - Wikipedia --- title: External validity - Wikipedia url: https://en.wikipedia.org/wiki/External_validity hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2005-05-17 --- | Field | Research methods, Statistics, Experimental design | |---| **External validity** is the validity of applying the conclusions of a scientific study outside the context of that study. [1] In other words, it is the extent to which the results of a study can generalize or transport to o"
Externality_-_Wikipedia_9530d9ad.md,md,Externality - Wikipedia,,https://en.wikipedia.org/wiki/Externality,"# Externality - Wikipedia --- title: Externality - Wikipedia author: Authority control databases url: https://en.wikipedia.org/wiki/Externality hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2002-07-09 --- | Part of | [Environmental economics](https://en.wikipedia.org/wiki/Environmental_economics) In [economics](https://en.wikipedia.org/wiki/Economics), an **externality** is a cost or benefit to an uninvolved third party that arises as an effect of another party's (or parties"
FMF_Announces_First-Of-Its-Kind_Information-Sharing_Agreement_-_Frontier_Model_Forum_0426045b.md,md,FMF Announces First-Of-Its-Kind Information-Sharing Agreement - Frontier Model Forum,"The Frontier Model Forum (FMF) is proud to announce that all of its member firms have signed a first-of-its-kind agreement designed to facilitate information-sharing about threats, vulnerabilities, and capability advances unique to frontier AI. Information-sharing has always been central to the FMF’s mission and purpose. At its launch in July 2023, the Forum was given […]",https://www.frontiermodelforum.org/updates/fmf-announces-first-of-its-kind-information-sharing-agreement,# FMF Announces First-Of-Its-Kind Information-Sharing Agreement - Frontier Model Forum --- title: FMF Announces First-Of-Its-Kind Information-Sharing Agreement - Frontier Model Forum author: Frontier Model Forum url: https://www.frontiermodelforum.org/updates/fmf-announces-first-of-its-kind-information-sharing-agreement/ hostname: frontiermodelforum.org description: The Frontier Model Forum (FMF) is proud to announce that all of its member firms have signed a first-of-its-kind agreement designed
Five_Eyes_-_Wikipedia_090eb4e2.md,md,Five Eyes - Wikipedia,,https://en.wikipedia.org/wiki/Five_Eyes,"# Five Eyes - Wikipedia --- title: Five Eyes - Wikipedia url: https://en.wikipedia.org/wiki/Five_Eyes hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2006-04-15 --- Five Eyes | | |---|---| | [English](https://en.wikipedia.org/wiki/English_language)[Intelligence alliance](https://en.wikipedia.org/wiki/Military_alliance)The **Five Eyes** (**FVEY**) is an [Anglosphere](https://en.wikipedia.org/wiki/Anglosphere) [intelligence](https://en.wikipedia.org/wiki/Intelligence_assessment)"
Forecasting_Frontier_Language_Model_Agent_Capabilities_Apollo_Research_21834e33.md,md,Forecasting Frontier Language Model Agent Capabilities – Apollo Research,We present a new forecasting technique to predict frontier LM agent capabilities ahead of time.,https://www.apolloresearch.ai/blog/forecasting-frontier-language-model-agent-capabilities,# Forecasting Frontier Language Model Agent Capabilities – Apollo Research --- title: Forecasting Frontier Language Model Agent Capabilities – Apollo Research url: https://www.apolloresearch.ai/science/forecasting-frontier-language-model-agent-capabilities/ hostname: apolloresearch.ai description: We present a new forecasting technique to predict frontier LM agent capabilities ahead of time. sitename: Apollo Research date: 2026-04-21 --- # Forecasting Frontier Language Model Agent Capabilities T
Forecasting_Transformative_AI_Part_1_What_Kind_of_AI_d1735aca.md,md,"Forecasting Transformative AI, Part 1: What Kind of AI?",PASTA: Process for Automating Scientific and Technological Advancement.,https://www.cold-takes.com/transformative-ai-timelines-part-1-of-4-what-kind-of-ai,"# Forecasting Transformative AI, Part 1: What Kind of AI? --- title: Forecasting Transformative AI, Part 1: What Kind of AI? author: Holden Karnofsky url: https://www.cold-takes.com/transformative-ai-timelines-part-1-of-4-what-kind-of-ai/ hostname: cold-takes.com description: PASTA: Process for Automating Scientific and Technological Advancement. sitename: Cold Takes date: 2021-08-10 --- This is the first of four posts summarizing hundreds of pages of technical reports focused almost entirely on"
Four_Asian_Tigers_-_Wikipedia_0a522b8a.md,md,Four Asian Tigers - Wikipedia,,https://en.wikipedia.org/wiki/Four_Asian_Tigers,"# Four Asian Tigers - Wikipedia --- title: Four Asian Tigers - Wikipedia url: https://en.wikipedia.org/wiki/Four_Asian_Tigers hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2002-12-21 --- Appearance | Four Asian Tigers | ||||||||||||||||||||||||||||| |---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---| | Chinese name | ||||||||||||||||||||||||||||| | [Simplified Chinese](https://en.wikipedia.org/wiki/Simplif"
Friedrich_Hayek_-_Wikipedia_25ec0df2.md,md,Friedrich Hayek - Wikipedia,,https://en.wikipedia.org/wiki/Friedrich_Hayek,"# Friedrich Hayek - Wikipedia --- title: Friedrich Hayek - Wikipedia author: Authority control databases url: https://en.wikipedia.org/wiki/Friedrich_Hayek hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2001-09-22 --- Friedrich Hayek | | |---|---| | Born | Friedrich August von Hayek 8 May 1899 | | Died | 23 March 1992 | (aged 92) | Citizenship | | | Spouses | | | Children | 3, including | [Acton](https://en.wikipedia.org/wiki/Lord_Acton)[Belloc](https://en.wikipedia.org/wiki/"
Frontier_Models_are_Capable_of_In-Context_Scheming_Apollo_Research_f8ac8583.md,md,Frontier Models are Capable of In-Context Scheming – Apollo Research,We evaluated six frontier models for in-context scheming capabilities. We found that multiple frontier models are capable of in-context scheming when strongly nudged to pursue a goal.,https://www.apolloresearch.ai/research/scheming-reasoning-evaluations,# Frontier Models are Capable of In-Context Scheming – Apollo Research --- title: Frontier Models are Capable of In-Context Scheming – Apollo Research url: https://www.apolloresearch.ai/science/frontier-models-are-capable-of-incontext-scheming/ hostname: apolloresearch.ai description: We evaluated six frontier models for in-context scheming capabilities. We found that multiple frontier models are capable of in-context scheming when strongly nudged to pursue a goal. sitename: Apollo Research date
Future_of_AI_Course_BlueDot_Impact_100477de.md,md,Future of AI Course | BlueDot Impact,Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed.,https://bluedot.org/courses/future-of-ai?utm_source=civai,"# Future of AI Course | BlueDot Impact --- title: Future of AI Course | BlueDot Impact url: https://bluedot.org/courses/future-of-ai hostname: bluedot.org description: Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed. sitename: BlueDot Impact date: 2025-01-01 --- Our 7,000+ alumni work at ## Who this course is for For anyone who wants to understand AI's impact on society. For people c"
Future_of_AI_Course_BlueDot_Impact_a9f3387d.md,md,Future of AI Course | BlueDot Impact,Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed.,https://bluedot.org/courses/future-of-ai,"# Future of AI Course | BlueDot Impact --- title: Future of AI Course | BlueDot Impact url: https://bluedot.org/courses/future-of-ai hostname: bluedot.org description: Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed. sitename: BlueDot Impact date: 2025-01-01 --- Our 7,000+ alumni work at ## Who this course is for For anyone who wants to understand AI's impact on society. For people c"
Future_of_AI_Course_BlueDot_Impact_cbe94e84.md,md,Future of AI Course | BlueDot Impact,Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed.,https://bluedot.org/courses/future-of-ai?utm_source=bluedot-blog&utm_campaign=deliberative-alignment,"# Future of AI Course | BlueDot Impact --- title: Future of AI Course | BlueDot Impact url: https://bluedot.org/courses/future-of-ai hostname: bluedot.org description: Understand what's coming. Join the conversation. Get informed about AI's trajectory and society's biggest choices in just 2 hours. No technical background needed. sitename: BlueDot Impact date: 2025-01-01 --- Our 7,000+ alumni work at ## Who this course is for For anyone who wants to understand AI's impact on society. For people c"
Gene_drives_gaining_speed_-_Nature_Reviews_Genetics_37b3bbea.md,md,Gene drives gaining speed - Nature Reviews Genetics,"In this Review, Ethan Bier discusses how several impactful technical advancements, particularly involving CRISPR-based methods, are providing a diverse toolkit of gene-drive systems for the control of populations such as insect vectors of disease.",https://www.nature.com/articles/s41576-021-00386-0,"# Gene drives gaining speed - Nature Reviews Genetics --- title: Gene drives gaining speed - Nature Reviews Genetics author: Bier; Ethan url: https://www.nature.com/articles/s41576-021-00386-0 hostname: nature.com description: In this Review, Ethan Bier discusses how several impactful technical advancements, particularly involving CRISPR-based methods, are providing a diverse toolkit of gene-drive systems for the control of populations such as insect vectors of disease. sitename: Nature date: 20"
Getting_Closer_to_AI_Complete_Question_Answering_A_Set_of_Prerequisite_Real_Tasks_d03c202c.md,md,Getting Closer to AI Complete Question Answering: A Set of Prerequisite Real Tasks,"The recent explosion in question answering research produced a wealth of both factoid reading comprehension (RC) and commonsense reasoning datasets. Combining them presents a different kind of task: deciding not simply whether information is present in the text, but also whether a confident guess could be made for the missing information. We present QuAIL, the first RC dataset to combine text-based, world knowledge and unanswerable questions, and to provide question type annotation that would enable diagnostics of the reasoning strategies by a given QA system. QuAIL contains 15K multi-choice questions for 800 texts in 4 domains. Crucially, it offers both general and text-specific questions, unlikely to be found in pretraining data. We show that QuAIL poses substantial challenges to the current state-of-the-art systems, with a 30% drop in accuracy compared to the most similar existing dataset.",https://ojs.aaai.org/index.php/AAAI/article/view/6398,# Getting Closer to AI Complete Question Answering: A Set of Prerequisite Real Tasks --- title: Getting Closer to AI Complete Question Answering: A Set of Prerequisite Real Tasks author: Anna Rogers; Olga Kovaleva; Matthew Downey; Anna Rumshisky url: https://ojs.aaai.org/index.php/AAAI/article/view/6398 hostname: aaai.org description: The recent explosion in question answering research produced a wealth of both factoid reading comprehension (RC) and commonsense reasoning datasets. Combining them
GiveWell_10b8709a.md,md,GiveWell,Real change for your dollar,https://www.givewell.org/,"# GiveWell --- title: GiveWell url: https://www.givewell.org/ hostname: givewell.org description: Real change for your dollar sitename: GiveWell date: 2025-11-24 --- # We search for the charities that save or improve lives the most per dollar. Our goal is to produce the world’s top research on where to give. Free, for everyone. We recommend a small number of charities that do an incredible amount of good.[Explore our Top Charities](https://www.givewell.org/charities/top-charities) #### Backed by"
Going_on_a_vacation_takes_longer_than_Going_for_a_walk_A_Study_of_Temporal_Commonsense_Understanding_ab7380ce.md,md,“Going on a vacation” takes longer than “Going for a walk”: A Study of Temporal Commonsense Understanding,,https://aclanthology.org/D19-1332,# “Going on a vacation” takes longer than “Going for a walk”: A Study of Temporal Commonsense Understanding --- title: “Going on a vacation” takes longer than “Going for a walk”: A Study of Temporal Commonsense Understanding author: Adjust author names; Order url: https://aclanthology.org/D19-1332 hostname: aclanthology.org sitename: aclanthology.org date: 2019-11-01 license: CC BY 4.0 --- ##### Abstract Understanding time is crucial for understanding events expressed in natural language. Becaus
Goodharts_law_-_Wikipedia_d425846f.md,md,Goodhart's law - Wikipedia,,https://en.wikipedia.org/wiki/Goodhart%27s_law,"# Goodhart's law - Wikipedia --- title: Goodhart's law - Wikipedia url: https://en.wikipedia.org/wiki/Goodhart%27s_law hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2002-12-20 --- **Goodhart's law** is an [adage](https://en.wikipedia.org/wiki/Adage) that has been stated as, ""When a measure becomes a target, it ceases to be a good measure"". [1] It is named after British economist [Charles Goodhart](https://en.wikipedia.org/wiki/Charles_Goodhart), who is credited with expressi"
Google_-_Wikipedia_500fb8cf.md,md,Google - Wikipedia,,https://en.wikipedia.org/wiki/Google,"# Google - Wikipedia --- title: Google - Wikipedia author: Authority control databases url: https://en.wikipedia.org/wiki/Google hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2004-10-22 --- | Formerly | Google Inc. (1998–2017) | |---|---| Company type | | in[[a]](https://en.wikipedia.org#cite_note-5)[Menlo Park](https://en.wikipedia.org/wiki/Menlo_Park,_California),[California](https://en.wikipedia.org/wiki/California), United States[Googleplex](https://en.wikipedia.org/wiki"
Google_Security_Keys_Neutralized_Employee_Phishing_34af5dff.md,md,Google: Security Keys Neutralized Employee Phishing,"Google has not had any of its 85,000+ employees successfully phished on their work-related accounts since early 2017, when it began requiring all employees to use physical Security Keys in place of passwords and one-time codes, the company told KrebsOnSecurity.",https://krebsonsecurity.com/2018/07/google-security-keys-neutralized-employee-phishing,"# Google: Security Keys Neutralized Employee Phishing --- title: Google: Security Keys Neutralized Employee Phishing url: https://krebsonsecurity.com/2018/07/google-security-keys-neutralized-employee-phishing/ hostname: krebsonsecurity.com description: Google has not had any of its 85,000+ employees successfully phished on their work-related accounts since early 2017, when it began requiring all employees to use physical Security Keys in place of passwords and one-time codes, the company told Kr"
Google_pauses_AI-generated_images_of_people_after_ethnicity_criticism_e22a3751.md,md,Google pauses AI-generated images of people after ethnicity criticism,Company says it will adjust its Gemini model after criticism of ethnically diverse Vikings and second world war German soldiers,https://www.theguardian.com/technology/2024/feb/22/google-pauses-ai-generated-images-of-people-after-ethnicity-criticism,# Google pauses AI-generated images of people after ethnicity criticism --- title: Google pauses AI-generated images of people after ethnicity criticism author: Dan Milmo url: https://www.theguardian.com/technology/2024/feb/22/google-pauses-ai-generated-images-of-people-after-ethnicity-criticism hostname: theguardian.com description: Company says it will adjust its Gemini model after criticism of ethnically diverse Vikings and second world war German soldiers sitename: The Guardian date: 2024-02
Googles_AI_Beats_Legendary_Go_Player_c87361a1.md,md,Google's AI Beats Legendary Go Player,The Chinese board game has been a big challenge for artificial intelligence,https://time.com/4252312/googles-artificial-intelligence-beats-legendary-go-player,"# Google's AI Beats Legendary Go Player --- title: Google's AI Beats Legendary Go Player author: Sarah Begley url: https://time.com/4252312/googles-artificial-intelligence-beats-legendary-go-player/ hostname: time.com description: The Chinese board game has been a big challenge for artificial intelligence sitename: Time date: 2016-03-09 categories: ['Business'] --- Google’s artificial intelligence program AlphaGo, a product of the company’s DeepMind unit, has just marked a [significant achieveme"
Grant_Ellison_-_Publications_863807a9.md,md,Grant Ellison - Publications,Comprehensive list of reports and publications by RAND Author Grant Ellison,https://www.rand.org/pubs/authors/e/ellison_grant.html,# Grant Ellison - Publications --- title: Grant Ellison - Publications url: https://www.rand.org/pubs/authors/e/ellison_grant.html hostname: rand.org description: Comprehensive list of reports and publications by RAND Author Grant Ellison sitename: RAND date: 2026-01-01 --- ## Bridging the Digital to Physical Divide: Evaluating LLM Agents on Benchtop DNA Acquisition 2026
Green_Revolution_-_Wikipedia_1d22240b.md,md,Green Revolution - Wikipedia,,https://en.wikipedia.org/wiki/Green_Revolution,"# Green Revolution - Wikipedia --- title: Green Revolution - Wikipedia author: Authority control databases url: https://en.wikipedia.org/wiki/Green_Revolution hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2002-08-17 --- | |---| [Agriculture portal](https://en.wikipedia.org/wiki/Portal:Agriculture) | |---| The **Green Revolution**, or the **Third Agricultural Revolution**, was a period during which technology transfer initiatives resulted in a significant increase in crop yie"
Harry_Mayne_1493ede0.md,md,Harry Mayne,,https://www.harrymayne.com/,"# Harry Mayne --- title: Harry Mayne url: https://www.harrymayne.com/ hostname: harrymayne.com sitename: harrymayne.com date: 2022-01-01 --- I'm an Astra Fellow with Owain Evans (Truthful AI) and a PhD researcher at the University of Oxford. My research evaluates LLM self-explanations: the natural language explanations LLMs give to justify their own decision-making. I measure whether these explanations are faithful to models' true internal reasoning, and develop new training incentives to improv"
Henry_Alexander_Bradley_-_Publications_81f9abaa.md,md,Henry Alexander Bradley - Publications,Comprehensive list of reports and publications by RAND Author Henry Alexander Bradley,https://www.rand.org/pubs/authors/b/bradley_henry_alexander.html,# Henry Alexander Bradley - Publications --- title: Henry Alexander Bradley - Publications url: https://www.rand.org/pubs/authors/b/bradley_henry_alexander.html hostname: rand.org description: Comprehensive list of reports and publications by RAND Author Henry Alexander Bradley sitename: RAND date: 2026-01-01 --- ## Bridging the Digital to Physical Divide: Evaluating LLM Agents on Benchtop DNA Acquisition 2026
HiLumi_LHC_CERNs_full-scale_test_stand_ente..._f5bf7d31.md,md,HiLumi LHC: CERN’s full-scale test stand ente...,,https://home.cern/resources/faqs/five-sigma,"# HiLumi LHC: CERN’s full-scale test stand ente... --- title: HiLumi LHC: CERN’s full-scale test stand ente... url: https://home.cern/resources/faqs/five-sigma hostname: home.cern sitename: home.cern date: 2026-04-24 tags: ['physics, CERN, Large Hadron Collider, LHC, high-energy physics, particles, science'] --- When a new particle physics discovery is made, you may have heard the term “sigma” being used. What does this mean? Why is it so important to talk about sigma when making a claim for a n"
High-Low_Frequency_Detectors_69e34f7f.md,md,High-Low Frequency Detectors,A family of early-vision neurons reacting to directional transitions from high to low spatial frequency.,https://distill.pub/2020/circuits/frequency-edges,# High-Low Frequency Detectors --- title: High-Low Frequency Detectors author: Ludwig Schubert; Chelsea Voss; Nick Cammarata; Gabriel Goh; Chris Olah; Schubert; Ludwig; Voss; Chelsea; Cammarata; Nick; Goh; Gabriel; Olah; Chris url: https://distill.pub/2020/circuits/frequency-edges hostname: distill.pub description: A family of early-vision neurons reacting to directional transitions from high to low spatial frequency. sitename: Distill date: 2021-01-27 --- [Distill](https://distill.pub/) A famil
Highly_accurate_protein_structure_prediction_with_AlphaFold_-_Nature_a06e223c.md,md,Highly accurate protein structure prediction with AlphaFold - Nature,AlphaFold predicts protein structures with an accuracy competitive with experimental structures in the majority of cases using a novel deep learning architecture.,https://www.nature.com/articles/s41586-021-03819-2,# Highly accurate protein structure prediction with AlphaFold - Nature --- title: Highly accurate protein structure prediction with AlphaFold - Nature author: Jumper; John; Evans; Richard; Pritzel; Alexander; Green; Tim; Figurnov; Michael; Ronneberger; Olaf; Tunyasuvunakool; Kathryn; Bates; Russ; Žídek; Augustin; Potapenko; Anna; Bridgland; Alex; Meyer; Clemens; Kohl; Simon A A; Ballard; Andrew J; Cowie; Andrew; Romera-Paredes; Bernardino; Nikolov; Stanislav; Jain; Rishub; Adler; Jonas; Back; Tr
HodgkinHuxley_model_-_Wikipedia_cbacdc23.md,md,Hodgkin–Huxley model - Wikipedia,,https://en.wikipedia.org/wiki/Hodgkin%E2%80%93Huxley_model,"# Hodgkin–Huxley model - Wikipedia --- title: Hodgkin–Huxley model - Wikipedia url: https://en.wikipedia.org/wiki/Hodgkin%E2%80%93Huxley_model hostname: wikipedia.org sitename: Wikimedia Foundation, Inc. date: 2005-10-25 --- The **Hodgkin–Huxley model**, or **conductance-based model**, is a [mathematical model](https://en.wikipedia.org/wiki/Mathematical_model) that describes how [action potentials](https://en.wikipedia.org/wiki/Action_potential) in [neurons](https://en.wikipedia.org/wiki/Neuron)"
Home_2f5a1bdc.md,md,Home,"A blog about AI, NLP, RL, Meta Learning, AI safety, Interpretability and who knows what else.",https://robertkirk.github.io/,"# Home --- title: Home author: Robert Kirk url: https://robertkirk.github.io/ hostname: github.io description: A blog about AI, NLP, RL, Meta Learning, AI safety, Interpretability and who knows what else. sitename: Robert Kirk date: 2021-11-18 --- I'm Robert Kirk, a PhD Student at [UCL DARK Lab](https://ucl-dark.github.io/) in the [UCL Centre for Artificial Intelligence](https://www.ucl.ac.uk/ai-centre/) supervised by [Tim Rocktäschel](https://rockt.github.io/) and [Edward Grefenstette](https://"
Home_Anthropic_138dc8d9.md,md,Home \ Anthropic,"Anthropic is an AI safety and research company that's working to build reliable, interpretable, and steerable AI systems.",https://www.anthropic.com/,"# Home \ Anthropic --- title: Home \ Anthropic url: https://www.anthropic.com hostname: anthropic.com description: Anthropic is an AI safety and research company that's working to build reliable, interpretable, and steerable AI systems. sitename: AnthropicAI date: 2026-01-30 --- ### Anthropic Academy: Build and Learn with Claude"
How_AI_Labs_Can_Safeguard_Model_Weights_f80e302b.md,md,How AI Labs Can Safeguard Model Weights,"As frontier artificial intelligence models become more capable, protecting them from theft and misuse will become more important. What can be done to protect model weights—the learnable parameters that encode the core intelligence of an AI—from potential attackers?",https://www.rand.org/pubs/research_reports/RRA2849-1.html,"# How AI Labs Can Safeguard Model Weights --- title: How AI Labs Can Safeguard Model Weights author: Nevo; Sella; Lahav; Dan; Karpur; Ajay; Bar-On; Yogev; Bradley; Henry Alexander; Alstott; Jeff url: https://www.rand.org/pubs/research_reports/RRA2849-1.html hostname: rand.org description: As frontier artificial intelligence models become more capable, protecting them from theft and misuse will become more important. What can be done to protect model weights—the learnable parameters that encode t"
How_OpenAIs_Sam_Altman_Is_Thinking_About_AGI_and_Superintelligence_in_2025_c4d0c5c3.md,md,How OpenAI’s Sam Altman Is Thinking About AGI and Superintelligence in 2025,"The OpenAI CEO recently published a blog post reflecting on AI progress, as well as his brief ouster from the company.",https://time.com/7205596/sam-altman-superintelligence-agi,"# How OpenAI’s Sam Altman Is Thinking About AGI and Superintelligence in 2025 --- title: How OpenAI’s Sam Altman Is Thinking About AGI and Superintelligence in 2025 author: Tharin Pillay url: https://time.com/7205596/sam-altman-superintelligence-agi/ hostname: time.com description: The OpenAI CEO recently published a blog post reflecting on AI progress, as well as his brief ouster from the company. sitename: Time date: 2025-01-08 categories: ['Business'] --- OpenAI CEO Sam Altman recently publis"
How_to_make_the_best_of_the_most_important_century_8d776ced.md,md,How to make the best of the most important century?,"We, the people living in this century, have the chance to have a huge impact on huge numbers of people to come - if we can make sense of the situation enough to find helpful actions.",https://www.cold-takes.com/making-the-best-of-the-most-important-century,"# How to make the best of the most important century? --- title: How to make the best of the most important century? author: Holden Karnofsky url: https://www.cold-takes.com/making-the-best-of-the-most-important-century/ hostname: cold-takes.com description: We, the people living in this century, have the chance to have a huge impact on huge numbers of people to come - if we can make sense of the situation enough to find helpful actions. sitename: Cold Takes date: 2021-09-14 --- Previously in th"
I._From_GPT-4_to_AGI_Counting_the_OOMs_-_SITUATIONAL_AWARENESS_93687572.md,md,I. From GPT-4 to AGI: Counting the OOMs - SITUATIONAL AWARENESS,"AGI by 2027 is strikingly plausible. GPT-2 to GPT-4 took us from ~preschooler to ~smart high-schooler abilities in 4 years. Tracing trendlines in compute (~0.5 orders of magnitude or OOMs/year), algorithmic efficiencies (~0.5 OOMs/year), and “unhobbling” gains (from chatbot to agent), we should expect another preschooler-to-high-schooler-sized qualitative jump by 2027. Look. The models, they just",https://situational-awareness.ai/from-gpt-4-to-agi,"# I. From GPT-4 to AGI: Counting the OOMs - SITUATIONAL AWARENESS --- title: I. From GPT-4 to AGI: Counting the OOMs - SITUATIONAL AWARENESS url: https://situational-awareness.ai/from-gpt-4-to-agi/ hostname: situational-awareness.ai description: AGI by 2027 is strikingly plausible. GPT-2 to GPT-4 took us from ~preschooler to ~smart high-schooler abilities in 4 years. Tracing trendlines in compute (~0.5 orders of magnitude or OOMs/year), algorithmic efficiencies (~0.5 OOMs/year), and “unhobbling”"
IBMs_Watson_gave_unsafe_recommendations_for_treating_cancer_f6b8efde.md,md,IBM’s Watson gave unsafe recommendations for treating cancer,"Doctors fed it hypothetical scenarios, not real patient data",https://www.theverge.com/2018/7/26/17619382/ibms-watson-cancer-ai-healthcare-science,"# IBM’s Watson gave unsafe recommendations for treating cancer --- title: IBM’s Watson gave unsafe recommendations for treating cancer author: Angela Chen url: https://www.theverge.com/2018/7/26/17619382/ibms-watson-cancer-ai-healthcare-science hostname: theverge.com description: Doctors fed it hypothetical scenarios, not real patient data sitename: The Verge date: 2018-07-26 categories: ['Science'] tags: ['theverge,pagetype:story,ai-artificial-intelligence,health,science,tech'] --- IBM’s Watson"
ICDL08-knox_33571213.pdf,pdf,ICDL08-knox_33571213,,https://www.cs.utexas.edu/~pstone/Papers/bib2html-links/ICDL08-knox.pdf,"In IEEE 7th International Conference on Development and Learning (ICDL 08), Monterey, California, USA,, August 2008. TAMER: Training an Agent Manually via Evaluative Reinforcement W. Bradley Knox and Peter Stone Department of Computer Sciences University of Texas at Austin Austin, Texas 78712–0233 {bradknox,pstone}@cs.utexas.edu Abstract—Though computers have surpassed humans at many be mapped to a scalar value (e.g. by button press or verbal tasks, especially computationally intensive ones, there are many feedback of “good” and “bad”). We assert that the minimal tasks for which human expertise remains necessary and/or useful. level of human expertise needed to train within our system For such tasks, it is desirable for a human to be able to transmit is less than the level required to give"
