filename,folder,title,url,source_type,risk_category,wiki_concepts,tags,author,published,description
Statement_on_AI_Risk_CAIS_3943efdd.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement on AI Risk | CAIS,https://www.safe.ai/work/statement-on-ai-risk,petition,misalignment,Existential Risk & Superintelligence,extinction,,2026-01-01,A statement jointly signed by a historic coalition of experts: “Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war.”
Statement_on_AI_Risk_CAIS_a5ac984d.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement on AI Risk | CAIS,https://safe.ai/work/statement-on-ai-risk,petition,misalignment,Existential Risk & Superintelligence,extinction,,2026-01-01,A statement jointly signed by a historic coalition of experts: “Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war.”
Superintelligence_Faq_11a0e906.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Superintelligence FAQ,https://www.lesswrong.com/posts/LTtNXM9shNM9AC2mp/superintelligence-faq,blog_post,misalignment,Existential Risk & Superintelligence,superintelligence,Scott Alexander,2016-09-20,
Technological_singularity_-_Wikipedia_cbb7a8a9.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Technological singularity - Wikipedia,https://en.wikipedia.org/wiki/Technological_singularity,blog_post,misalignment,Existential Risk & Superintelligence,"superintelligence, intelligence-explosion, extinction",Authority control databases National United States Israel Other Yale LUX,2002-05-30,
The_AI_Revolution_Our_Immortality_or_Extinction_96160d68.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,The AI Revolution: Our Immortality or Extinction,https://waitbutwhy.com/2015/01/artificial-intelligence-revolution-2.html,blog_post,misalignment,Existential Risk & Superintelligence,extinction,Tim Urban,2015-01-27,"Part 2: ""Our Immortality or Our Extinction"". When Artificial Intelligence gets superintelligent, it's either going to be a dream or a nightmare for us."
The_Duplicator_e65d0141.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,The Duplicator,https://www.cold-takes.com/the-duplicator,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence","x-risk, AGI",Holden Karnofsky,2021-07-20,"If people could be insta-copied, economic growth would explode."
The_Precipice_e8e6b56d.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,The Precipice,https://theprecipice.com/,blog_post,misalignment,Existential Risk & Superintelligence,existential-risk,,1996-01-01,"The Precipice: a book about existential risks, longtermism, and the future of humanity."
What_Multipolar_Failure_Looks_Like_And_Robust_Agent_Agnostic_fdd1fc9a.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,What Multipolar Failure Looks Like And Robust Agent Agnostic,https://www.lesswrong.com/posts/LpM3EAakwYdS6aRKf/what-multipolar-failure-looks-like-and-robust-agent-agnostic,blog_post,misalignment,Existential Risk & Superintelligence,existential-risk,Andrew Critch,2021-03-31,
Without_Specific_Countermeasures_The_Easiest_Path_To_478b16f1.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Without Specific Countermeasures The Easiest Path To,https://www.lesswrong.com/posts/pRkFkzwKZ2zfa3R6H/without-specific-countermeasures-the-easiest-path-to,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence",,Ajeya Cotra,2022-07-18,
Highly_accurate_protein_structure_prediction_with_AlphaFold_-_Nature_a06e223c.md,01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Highly accurate protein structure prediction with AlphaFold - Nature,https://www.nature.com/articles/s41586-021-03819-2,blog_post,misalignment,"Scalable Oversight, Existential Risk & Superintelligence",,Jumper; John; Evans; Richard; Pritzel; Alexander; Green; Tim; Figurnov; Michael; Ronneberger; Olaf; Tunyasuvunakool; Kathryn; Bates; Russ; Žídek; Augustin; Potapenko; Anna; Bridgland; Alex; Meyer; Clemens; Kohl; Simon A A; Ballard; Andrew J; Cowie; Andrew; Romera-Paredes; Bernardino; Nikolov; Stanislav; Jain; Rishub; Adler; Jonas; Back; Trevor; Petersen; Stig; Reiman; David; Clancy; Ellen; Zielinski; Michal; Steinegger; Martin; Pacholska; Berghammer; Tamas; Bodenstein; Sebastian; Silver; Vinyals; Oriol; Senior; Kavukcuoglu; Koray; Pushmeet; Hassabis; Demis,2021-07-15,AlphaFold predicts protein structures with an accuracy competitive with experimental structures in the majority of cases using a novel deep learning architecture.
John_Schulman_OpenAI_Cofounder_-_Reasoning_RLHF_Plan_for_2027_AGI_edd8fc6e.md,01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,"John Schulman (OpenAI Cofounder) - Reasoning, RLHF, & Plan for 2027 AGI",https://www.dwarkeshpatel.com/p/john-schulman,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence","RLHF, AGI, OpenAI",Dwarkesh Patel,2024-05-15,"Watch now | Chatted with John Schulman (cofounded OpenAI and led ChatGPT creation) on: How post-training tames the shoggoth & enabled GPT-4o AI coworkers in 1-2 years The plan if AGI comes in 2025 Reasoning traces, long horizon RL, & multimodal agents Plateaus & moats"
Updating_the_Frontier_Safety_Framework_26f849eb.md,01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Updating the Frontier Safety Framework,https://deepmind.google/discover/blog/updating-the-frontier-safety-framework,blog_post,misalignment,Existential Risk & Superintelligence,"AGI, DeepMind, Google",,2025-02-04,Our next iteration of the FSF sets out stronger security protocols on the path to AGI
Alignment-Faking-Policy-Memo_d6079e02.pdf,01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Alignment-Faking-Policy-Memo,,research_paper,misalignment,"Alignment Faking & Scheming, Existential Risk & Superintelligence","alignment-faking, Anthropic",,,
Language_Models_Model_Us_fc67c38f.md,01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Language Models Model Us,https://www.lesswrong.com/posts/dLg7CyeTE4pqbbcnp/language-models-model-us,blog_post,misalignment,"Alignment Faking & Scheming, Existential Risk & Superintelligence, AI Evaluations & Benchmarks",deception,Eggsyntax,2024-05-17,
Recursive_Middle_Manager_Hell_9b066c2d.md,01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Recursive Middle Manager Hell,https://www.lesswrong.com/posts/pHfPvb4JMhGDr4B7n/recursive-middle-manager-hell,blog_post,misalignment,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Alignment Faking & Scheming","deception, evaluations",Raemon,2023-01-01,
Training_AI_Agents_To_Solve_Hard_Problems_Could_Lead_To_b7040c0e.md,01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Training AI Agents To Solve Hard Problems Could Lead To,https://www.lesswrong.com/posts/QqYfxeogtatKotyEC/training-ai-agents-to-solve-hard-problems-could-lead-to,blog_post,misalignment,"RLHF & Its Limitations, Constitutional AI (RLAIF), Alignment Faking & Scheming, Existential Risk & Superintelligence","scheming, deception, deceptive-alignment, sleeper-agents, sycophancy, RLHF, RLAIF, chain-of-thought, catastrophic-risk, robustness",Marius Hobbhahn; AlexMeinke,2024-11-19,
Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,"Why Would AI ""Aim"" To Defeat Humanity?",https://www.cold-takes.com/p/50c1ecc0-befa-491d-8938-17477bd18e5f,blog_post,misalignment,"Alignment Faking & Scheming, Existential Risk & Superintelligence","deception, x-risk, AGI",Holden Karnofsky,2022-11-29,"Today's AI development methods risk training AIs to be deceptive, manipulative and ambitious. This might not be easy to fix as it comes up."
Shell_Games_Control_Protocols_for_Adversarial_AI_Agents_bd1bfcb4.md,01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Shell Games: Control Protocols for Adversarial AI Agents,https://openreview.net/forum?id=oycEeFXX74,blog_post,misalignment,"Agentic Misalignment, Existential Risk & Superintelligence","tool-use, adversarial",Aryan Bhatt; Cody Rushing; Adam Kaufman; Vasil Georgiev; Tyler Tracy; Akbir Khan; Buck Shlegeris,2024-11-27,"As more powerful AI agents are deployed with greater tool use and autonomy, it will become increasingly important to ensure they cannot take severely damaging actions. Recent work introduced..."
TIME100_AI_2024_Yoshua_Bengio_1464b780.md,01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,TIME100 AI 2024: Yoshua Bengio,https://time.com/7012890/yoshua-bengio-2,blog_post,misuse,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies, Agentic Misalignment","biorisk, bioweapons, cyber-offense, disinformation, RSP, regulation, existential-risk, catastrophic-risk, autonomous-systems",Tharin Pillay,2024-09-05,Find out why Yoshua Bengio made TIME’s list of the most influential people in artificial intelligence
Why_Im_optimistic_about_our_alignment_approach_3063882f.md,01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Why I’m optimistic about our alignment approach,https://aligned.substack.com/p/alignment-optimism,blog_post,misalignment,"RLHF & Its Limitations, Agentic Misalignment, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","RLHF, evaluations, AGI, multi-agent, OpenAI",Jan Leike,2022-12-05,Some arguments in favor and responses to common objections
The_world_is_awful._The_world_is_much_better._The_world_can_be_much_better._fafa44ac.md,02_Mitigations-and-Methods/02a_RLHF-and-Limitations,The world is awful. The world is much better. The world can be much better.,https://ourworldindata.org/much-better-awful-can-be-better,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence",RSP,Max Roser,2022-07-20,It is wrong to think these three statements contradict each other. We need to see that they are all true to see that a better world is possible.
Reasons_that_AI_Can_Help_with_AI_Governance_56a98a0a.md,02_Mitigations-and-Methods/02b_Constitutional-AI,Reasons that AI Can Help with AI Governance,https://milesbrundage.substack.com/p/reasons-that-ai-can-help-with-ai,blog_post,misuse,"Constitutional AI (RLAIF), Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Responsible Scaling Policies","Constitutional-AI, bioweapons, cyber-offense, disinformation, RSP, governance, Anthropic, OpenAI, open-source",Miles Brundage,2024-11-14,"How much it can help exactly is unclear, but AI is clearly a part of the solution to its own problems."
AI_Could_Defeat_All_Of_Us_Combined_7a851c62.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,AI Could Defeat All Of Us Combined,https://www.cold-takes.com/p/4a610336-be1d-42fc-b76f-c33e34598340,blog_post,misalignment,"Scalable Oversight, Existential Risk & Superintelligence","debate, superintelligence, x-risk, AGI",Holden Karnofsky,2022-06-09,How big a deal could AI misalignment be? About as big as it gets.
Bill_Text_b3f665b3.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Bill Text,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB53,blog_post,misuse,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Scalable Oversight","deception, evaluations, cyber-offense, catastrophic-risk, transparency",,2025-09-29,SB 53 Artificial intelligence models: large developers.
Claude_Doesnt_Want_to_Die_b85a5017.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Claude Doesn’t Want to Die,https://garrisonlovely.substack.com/p/claude-doesnt-want-to-die,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","evaluations, benchmarks, existential-risk, Anthropic, OpenAI",Garrison Lovely,2024-03-05,Anthropic’s brand-new model tells me what it really thinks (or what it thinks a language model thinks)
Claudes_Constitution_b1c32e58.md,02_Mitigations-and-Methods/02b_Constitutional-AI,Claude’s Constitution,https://www.anthropic.com/constitution,model_card,misuse,"Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","bioweapons, cyber-offense, model-card, Anthropic, transparency, jailbreaking",,2026-01-12,
Coup_Probes_Catching_Catastrophes_With_Probes_Trained_Off_79d493f9.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Coup Probes Catching Catastrophes With Probes Trained Off,https://www.lesswrong.com/posts/WCj7WgFSLmyKaMwPR/coup-probes-catching-catastrophes-with-probes-trained-off,blog_post,misuse,"Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","evaluations, catastrophic-risk, jailbreaking",Fabien Roger,2023-11-17,
Dario_Amodei_Machines_of_Loving_Grace_caf0dd8e.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Dario Amodei — Machines of Loving Grace,https://darioamodei.com/machines-of-loving-grace,blog_post,misalignment,"Scalable Oversight, Existential Risk & Superintelligence","governance, Anthropic, adversarial",,2015-08-17,How AI Could Transform the World for the Better
Short_letter_to_my_11-year-old_self_174af071.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Short letter to my 11-year-old self,https://scottaaronson.blog/?p=6919,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","debate, biorisk",,2022-12-24,"Dear Scott, This is you, from 30 years in the future, Christmas Eve 2022. Your Ghost of Christmas Future. To get this out of the way: you eventually become a professor who works on quantum computin…"
The_U.S._Public_Wants_Regulation_or_Prohibition_of_ExpertLevel_and_Superhuman_AI_-_Future_of_Life_In_c40e1edd.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,The U.S. Public Wants Regulation (or Prohibition) of Expert‑Level and Superhuman AI - Future of Life Institute,https://futureoflife.org/asi-polling,blog_post,structural,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","regulation, extinction",Future,2025-10-19,"Three‑quarters of U.S. adults want strong regulations on AI development, preferring oversight akin to pharmaceuticals rather than industry ""self‑regulation."
The_most_important_century_blog_post_series_fd178cb0.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,"The ""most important century"" blog post series",https://www.cold-takes.com/most-important-century,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence","x-risk, AGI",Holden Karnofsky,2021-09-24,"The ""most important century"" series of blog posts argues that the 21st century could be the most important century ever for humanity, via the development of advanced AI systems that could dramatically speed up scientific and technological advancement, getting us more quickly than most people imagine"
Why_AI_alignment_could_be_hard_with_modern_deep_learning_fadf7c15.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Why AI alignment could be hard with modern deep learning,https://www.cold-takes.com/why-ai-alignment-could-be-hard-with-modern-deep-learning,blog_post,misalignment,"Scalable Oversight, Existential Risk & Superintelligence","sycophancy, x-risk, AGI",Ajeya Cotra,2021-09-21,Why would we program AI that wants to harm us? Because we might not know how to do otherwise.
Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Why I’m Leaving OpenAI and What I’m Doing Next,https://milesbrundage.substack.com/p/why-im-leaving-openai-and-what-im,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","red-teaming, model-card, governance, regulation, compute-governance, AGI, OpenAI",Miles Brundage,2024-10-23,"FAQ on my reasons for leaving, my research interests going forward, and ways you can help."
Yoshua_Bengio_How_Rogue_AIs_may_Arise_ddf1395b.md,02_Mitigations-and-Methods/02c_Scalable-Oversight,Yoshua Bengio | How Rogue AIs may Arise,https://yoshuabengio.org/2023/05/22/how-rogue-ais-may-arise,blog_post,misalignment,"Scalable Oversight, Existential Risk & Superintelligence","governance, regulation",Yoshua Bengio,2023-05-22,"The rise of powerful AI dialogue systems in recent months has precipitated debates about AI risks of all kinds, which hopefully will yield an acceleration of governance and regulatory frameworks."
Core_Views_on_AI_Safety_When_Why_What_and_How_8c7fd668.md,02_Mitigations-and-Methods/02f_Interpretability,"Core Views on AI Safety: When, Why, What, and How",https://www.anthropic.com/news/core-views-on-ai-safety,blog_post,mistakes,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","catastrophic-risk, Anthropic, OpenAI, interpretability, mechanistic-interpretability",,2023-12-18,
Core_Views_on_AI_Safety_When_Why_What_and_How_cbeac227.md,02_Mitigations-and-Methods/02f_Interpretability,"Core Views on AI Safety: When, Why, What, and How",https://www.anthropic.com/index/core-views-on-ai-safety,blog_post,mistakes,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","catastrophic-risk, Anthropic, OpenAI, interpretability, mechanistic-interpretability",,2023-12-18,
Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,01_Risks-and-Failure-Modes/01a_Existential-Risk,Pause Giant AI Experiments: An Open Letter - Future of Life Institute,https://futureoflife.org/open-letter/pause-giant-ai-experiments,petition,misalignment,"Existential Risk & Superintelligence, Responsible Scaling Policies","power-seeking, RSP, governance, regulation, x-risk, existential-risk, superintelligence, catastrophic-risk, OpenAI, interpretability",,2025-06-04,We call on all AI labs to immediately pause for at least 6 months the training of AI systems more powerful than GPT-4.
The_Prototypical_Catastrophic_AI_Action_Is_Getting_Root_b6e771eb.md,02_Mitigations-and-Methods/02f_Interpretability,The Prototypical Catastrophic AI Action Is Getting Root,https://www.lesswrong.com/posts/BAzCGCys4BkzGDCWR/the-prototypical-catastrophic-ai-action-is-getting-root,blog_post,"misuse, mistakes","RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","cyber-offense, intelligence-explosion, catastrophic-risk, interpretability",Buck,2022-06-02,
Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,02_Mitigations-and-Methods/02f_Interpretability,Towards Monosemanticity: Decomposing Language Models With Dictionary Learning,https://transformer-circuits.pub/2023/monosemantic-features,research_paper,misalignment,Existential Risk & Superintelligence,"interpretability, mechanistic-interpretability, Anthropic",Trenton Bricken,2023-10-04,
