filename,folder,title,url,source_type,risk_category,wiki_concepts,tags,author,published,description
Activating_AI_Safety_Level_3_protections_3774cdbe.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Activating AI Safety Level 3 protections,https://www.anthropic.com/news/activating-asl3-protections,policy,structural,Responsible Scaling Policies,"RSP, responsible-scaling, ASL, Anthropic",,2025-05-22,
Announcing_our_updated_Responsible_Scaling_Policy_3a0b4572.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Announcing our updated Responsible Scaling Policy,https://www.anthropic.com/news/announcing-our-updated-responsible-scaling-policy,policy,structural,Responsible Scaling Policies,"RSP, responsible-scaling, governance, catastrophic-risk, Anthropic",,2024-10-14,
Anthropics_Responsible_Scaling_Policy_274b3659.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Anthropic's Responsible Scaling Policy,https://www.anthropic.com/index/anthropics-responsible-scaling-policy,policy,structural,Responsible Scaling Policies,"RSP, responsible-scaling, Anthropic",,2023-12-18,
Anthropics_Responsible_Scaling_Policy_7e83d9fc.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Anthropic's Responsible Scaling Policy,https://www.anthropic.com/rsp-updates,policy,structural,Responsible Scaling Policies,"RSP, responsible-scaling, Anthropic",,2026-04-02,
Anthropics_Responsible_Scaling_Policy_dc72fbff.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Anthropic's Responsible Scaling Policy,https://www.anthropic.com/news/anthropics-responsible-scaling-policy,policy,structural,Responsible Scaling Policies,"RSP, responsible-scaling, Anthropic",,2023-12-18,
Increasing_the_Policy_Readiness_of_Ideas_Tom_Kalil_9daa4574.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Increasing the “Policy Readiness” of Ideas | Tom Kalil,https://fas.org/publication/increasing-policy-readiness-of-ideas,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Responsible Scaling Policies","RSP, governance, regulation",,2024-07-12,Policymakers are more likely to consider ideas where more thought has been given to the core questions of the policy process.
Jailbreak_tricks_Discords_new_chatbot_into_sharing_napalm_and_meth_instructions_TechCrunch_ec6b1403.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Jailbreak tricks Discord's new chatbot into sharing napalm and meth instructions | TechCrunch,https://techcrunch.com/2023/04/20/jailbreak-tricks-discords-new-chatbot-into-sharing-napalm-and-meth-instructions,blog_post,misuse,"RLHF & Its Limitations, Existential Risk & Superintelligence, Responsible Scaling Policies","OpenAI, jailbreaking, prompt-injection",Lorenzo Franceschi-Bicchierai,2023-04-20,Two people demonstrated that Discord's new AI chatbot Clyde can be tricked into giving instructions on how to make dangerous substances.
Key_Components_of_an_RSP_de1a0076.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Key Components of an RSP,https://metr.org/rsp-key-components,policy,structural,"AI Evaluations & Benchmarks, Responsible Scaling Policies","dangerous-capabilities, RSP, responsible-scaling, METR",CONTRIBUTORS Beth Barnes,2023-09-26,
Link_Why_I_M_Optimistic_About_Openai_S_Alignment_Approach_e075e628.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Link: Why I'm Optimistic About OpenAI's Alignment Approach,https://www.lesswrong.com/posts/FAJWEfXxws8pMp8Hk/link-why-i-m-optimistic-about-openai-s-alignment-approach,blog_post,misalignment,"AI Evaluations & Benchmarks, Responsible Scaling Policies","evaluations, RSP, OpenAI, adversarial",Janleike,2022-12-05,
Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Paul Christiano: Current Work in AI Alignment | Effective Altruism,https://www.effectivealtruism.org/articles/paul-christiano-current-work-in-ai-alignment,blog_post,mistakes,"Existential Risk & Superintelligence, Responsible Scaling Policies, RLHF & Its Limitations","RSP, catastrophic-risk, OpenAI",,2020-04-03,"Paul Christiano, a researcher at OpenAI, discusses the current state of research on aligning AI with human values: what’s happening now, what needs to happen, and how people can help. This talk covers"
Ryan_Greenblatt_S_Shortform_0ee81fb2.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Ryan Greenblatt's Shortform,https://www.lesswrong.com/posts/FG54euEAesRkSZuJN/ryan_greenblatt-s-shortform?commentId=B6oDGoyphuNuzdDAT,blog_post,misalignment,"RLHF & Its Limitations, Responsible Scaling Policies","ASL, Anthropic",Ryan Greenblatt,2024-02-01,
Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,"Squiggle Maximizer (formerly ""Paperclip maximizer"")",https://www.lesswrong.com/tag/paperclip-maximizer,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies","inner-alignment, outer-alignment, RSP, AGI, intelligence-explosion",Eliezer Yudkowsky,2024-02-01,
Two_Year_Update_On_My_Personal_AI_Timelines_5e45579a.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Two Year Update On My Personal AI Timelines,https://www.lesswrong.com/posts/AfH2oPHCApdKicM4m/two-year-update-on-my-personal-ai-timelines,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies",RSP,Ajeya Cotra,2022-08-02,
What_Are_The_Strongest_Arguments_For_Very_Short_Timelines_1a2f19d2.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,What Are The Strongest Arguments For Very Short Timelines,https://www.lesswrong.com/posts/oC4wv4nTrs2yrP5hz/what-are-the-strongest-arguments-for-very-short-timelines?commentId=Kzam9tz2WsDnBZYAu,blog_post,structural,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Responsible Scaling Policies","evaluations, AGI",Kaj Sotala,2024-12-23,
