path,old,new,title,status
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2025_AGENT_H_ARM_A_B_ENCHMARK_H_ARMFULNESS_OF_LLM__0f07054d.pdf,AGENT_Harm_A_Benchmark_Harmfulness_OF_LLM_AGENTS_FOR_Measuring_0f07054d.pdf,AGENT Harm : A Benchmark Harmfulness OF LLM AGENTS FOR Measuring,ok
AI Risk Mitigation,Towards_Consistent_Natural-Language_Explanations_via_Explanation-Consistency_Finetuning_Ya_ff28f0c0.pdf,Towards_Consistent_Natural-Language_Explanations_via_Explanation-Consistency_Finetuning_ff28f0c0.pdf,Towards Consistent Natural-Language Explanations via Explanation-Consistency Finetuning,ok
AI Risk Mitigation,Deep_Ignorance_Filtering_Pretraining_Data_Builds_Tamper-Resistant_Safeguards_into_Open-Wei_086e6f46.pdf,Deep_Ignorance_Filtering_Pretraining_DATA_Builds_TAMPER_-Resistant_Safeguards_086e6f46.pdf,Deep Ignorance : Filtering Pretraining DATA Builds TAMPER -Resistant Safeguards,ok
AI Risk Mitigation,Role-Play_with_Large_Language_Models_Murray_Shanahan_12_Kyle_McDonell_3_and_Laria_Reynolds_fca470d1.pdf,Role-Play_with_Large_Language_Models_fca470d1.pdf,Role-Play with Large Language Models,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2025_I_NTERPRETING_THE_S_ECOND_-O_RDER_E_FFECTS_OF_8b5ca268.pdf,Interpreting_THE_Second_-Order_Effects_OF_Neurons_IN_CLIP_8b5ca268.pdf,Interpreting THE Second -Order Effects OF Neurons IN CLIP,ok
AI Risk Mitigation,Can_a_Suit_of_Armor_Conduct_Electricity_A_New_Dataset_for_Open_Book_Question_Answering_Tod_7524201f.pdf,Can_a_Suit_of_Armor_Conduct_Electricity_A_New_Dataset_for_Open_Book_Question_Answering_7524201f.pdf,Can a Suit of Armor Conduct Electricity? A New Dataset for Open Book Question Answering,ok
AI Risk Mitigation,L_OOKING_I_NWARD_L_ANGUAGE_M_ODELS_C_AN_L_EARN_A_BOUT_T_HEMSELVES_BY_I_NTROSPECTION_James__cb17e218.pdf,Looking_Inward_Language_Models_Can_Learn_About_Themselves_BY_Introspection_cb17e218.pdf,Looking Inward : Language Models Can Learn About Themselves BY Introspection,ok
AI Risk Mitigation,Physical_Principles_for_Scalable_Neural_Recording_Adam_H._Marblestone12_Bradley_M._Zamft3__20499d5f.pdf,Physical_Principles_for_Scalable_Neural_Recording_Ã_Adam_H._Marblestone12_20499d5f.pdf,"Physical Principles for Scalable Neural Recording Ã Adam H. Marblestone,1,2",ok
AI Risk Mitigation,PAWS_Paraphrase_Adversaries_from_Word_Scrambling_Yuan_Zhang_Jason_Baldridge_Luheng_He_935b435c.pdf,PAWS_Paraphrase_Adversaries_from_Word_Scrambling_Yuan_Zhang_935b435c.pdf,PAWS: Paraphrase Adversaries from Word Scrambling Yuan Zhang,ok
AI Risk Mitigation,Risks_from_Learned_Optimization_in_Advanced_Machine_Learning_Systems_Evan_Hubinger_Chris_v_626ef3bb.pdf,Risks_from_Learned_Optimization_626ef3bb.pdf,Risks from Learned Optimization,ok
AI Risk Mitigation,H_ARNESSING_D_IVERSITY_FOR_I_MPORTANT_DATA_S_E_LECTION_IN_P_RETRAINING_L_ARGE_L_ANGUAGE_M__257d63fb.pdf,Harnessing_Diversity_FOR_Important_DATA_S_Election_IN_Pretraining_Large_Language_Mod_ELS_257d63fb.pdf,Harnessing Diversity FOR Important DATA S Election IN Pretraining Large Language Mod ELS,ok
AI Risk Mitigation,AI_AGENTS_CAN_COORDINATE_BEYOND_HUMAN_SCALE_Giordano_De_Marzo_University_of_Konstanz_Germa_3294c7d6.pdf,AI_AGENTS_CAN_COORDINATE_BEYOND_HUMAN_SCALE_Giordano_De_Marzo_3294c7d6.pdf,AI AGENTS CAN COORDINATE BEYOND HUMAN SCALE Giordano De Marzo,ok
AI Risk Mitigation,T_ESTING_L_ANGUAGE_M_ODEL_AGENTS_S_AFELY_IN_THE_W_ILD_Silen_Naihin_7037b425.pdf,Testing_Language_Model_AGENTS_Safely_IN_THE_Wild_Silen_Naihin_7037b425.pdf,Testing Language Model AGENTS Safely IN THE Wild Silen Naihin∗,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2025_C_YBENCH_A_F_RAMEWORK_FOR_E_VALUATING_C_YBER__412dea06.pdf,Cybench_A_Framework_FOR_Evaluating_Cyber_SECURITY_Capabilities_AND_Risks_OF_Language_412dea06.pdf,Cybench : A Framework FOR Evaluating Cyber SECURITY Capabilities AND Risks OF Language,ok
AI Risk Mitigation,Published_in_Transactions_on_Machine_Learning_Research_(082022)_Emergent_Abilities_of_Larg_be8be94b.pdf,on_Machine_Learning_Research_(082022)_Emergent_Abilities_of_Large_Language_Models_be8be94b.pdf,on Machine Learning Research (08/2022) Emergent Abilities of Large Language Models,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_COLM_2024_Predicting_Emergent_Capabilities_by_Finetunin_85d08627.pdf,Predicting_Emergent_Capabilities_by_Finetuning_Charlie_Snell_Eric_Wallace_85d08627.pdf,Predicting Emergent Capabilities by Finetuning Charlie Snell Eric Wallace,ok
AI Risk Mitigation,Monitoring_Reasoning_Models_for_Misbehavior_and_the_Risks_of_Promoting_Obfuscation_Bowen_B_4a5fa1e9.pdf,Monitoring_Reasoning_Models_for_Misbehavior_and_the_Risks_of_4a5fa1e9.pdf,Monitoring Reasoning Models for Misbehavior and the Risks of,ok
AI Risk Mitigation,Designing_a_Dashboard_for_Transparency_and_Control_of_Conversational_AI_Yida_Chen1_Aoyu_Wu_47ee6bbe.pdf,Designing_a_Dashboard_for_Transparency_and_Control_of_Conversational_AI_47ee6bbe.pdf,Designing a Dashboard for Transparency and Control of Conversational AI,ok
AI Risk Mitigation,Under_review_L_ANGUAGE_M_ODELS_L_EARN_TO_M_ISLEAD_H_UMANS_VIA_RLHF_a24d118e.pdf,Language_Models_Learn_TO_Mislead_Humans_VIA_RLHF_a24d118e.pdf,Language Models Learn TO Mislead Humans VIA RLHF,ok
AI Risk Mitigation,S_LEEPER_AGENTS_T_RAINING_D_ECEPTIVE_LLM_S_THAT_P_ERSIST_T_HROUGH_S_AFETY_T_RAINING_74cd9ebd.pdf,Sleeper_AGENTS_Training_Deceptive_LLM_Sthat_74cd9ebd.pdf,Sleeper AGENTS : Training Deceptive LLM Sthat,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2023_I_S_R_EINFORCEMENT_L_EARNING_(N_OT_)_FOR_NATU_8842ac98.pdf,I_S_Reinforcement_Learning_(Not_)_FOR_NATURAL_8842ac98.pdf,I S Reinforcement Learning (Not ) FOR NATURAL,ok
AI Risk Mitigation,Principled_Instructions_Are_All_You_Need_for_Questioning_LLaMA-12_GPT-3.54_Sondos_Mahmoud__6611a090.pdf,Principled_Instructions_Are_All_You_Need_for_Questioning_LLaMA-12_GPT-3.54_6611a090.pdf,"Principled Instructions Are All You Need for Questioning LLaMA-1/2, GPT-3.5/4",ok
AI Risk Mitigation,2024-9-4_The_AI_Scientist_Towards_Fully_Automated_Open-Ended_Scientific_Discovery_305680d1.pdf,2024-9-4_The_AI_Scientist_Towards_Fully_Automated_305680d1.pdf,2024-9-4 The AI Scientist: Towards Fully Automated,ok
AI Risk Mitigation,Llama_2_Open_Foundation_and_Fine-Tuned_Chat_Models_Hugo_Touvron_Louis_Martin_Kevin_Stone_P_25e38443.pdf,Llama_2_Open_Foundation_and_Fine-Tuned_Chat_Models_25e38443.pdf,Llama 2: Open Foundation and Fine-Tuned Chat Models,ok
AI Risk Mitigation,Simulating_Bandit_Learning_from_User_Feedback_for_Extractive_Question_Answering_Ge_Gao_Eun_0c3713d4.pdf,Simulating_Bandit_Learning_from_User_Feedback_for_Extractive_Question_Answering_0c3713d4.pdf,Simulating Bandit Learning from User Feedback for Extractive Question Answering,ok
AI Risk Mitigation,PIQA_Reasoning_about_Physical_Commonsense_in_Natural_Language_Yonatan_Bisk1234_Rowan_Zelle_ca63c0c7.pdf,PIQA_Reasoning_about_Physical_Commonsense_in_Natural_Language_ca63c0c7.pdf,PIQA: Reasoning about Physical Commonsense in Natural Language,ok
AI Risk Mitigation,Universal_and_Transferable_Adversarial_Attacks_on_Aligned_Language_Models_Andy_Zou12_Zifan_bd1d543e.pdf,Universal_and_Transferable_Adversarial_Attacks_on_Aligned_Language_Models_bd1d543e.pdf,Universal and Transferable Adversarial Attacks on Aligned Language Models,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2024_U_NIVERSAL_JAILBREAK_BACKDOORS_FROM_P_OISONED_cf055b69.pdf,Universal_JAILBREAK_BACKDOORS_FROM_Poisoned_Human_Feedback_Javier_Rando_cf055b69.pdf,Universal JAILBREAK BACKDOORS FROM Poisoned Human Feedback Javier Rando,ok
AI Risk Mitigation,Published_as_a_conference_paper_at_ICLR_2017_A_N_ACTOR_-C_RITIC_A_LGORITHM_FOR_S_EQUENCE_P_9200daa4.pdf,A_Nactor_-Critic_Algorithm_FOR_Sequence_Prediction_9200daa4.pdf,A Nactor -Critic Algorithm FOR Sequence Prediction,ok
AI Risk Mitigation,Improving_Alignment_and_Robustness_with_Circuit_Breakers_Andy_Zou123_Long_Phan3_Justin_Wan_2e43aa7d.pdf,Improving_Alignment_and_Robustness_with_Circuit_Breakers_2e43aa7d.pdf,Improving Alignment and Robustness with Circuit Breakers,ok
AI Risk Mitigation,2024-8-7_Scaling_LLM_Test-Time_Compute_Optimally_can_be_More_Effective_than_Scaling_Model__1364358c.pdf,2024-8-7_1364358c.pdf,2024-8-7,ok
AI Risk Mitigation,Reinforcement_Learning_for_Bandit_Neural_Machine_Translation_with_Simulated_Human_Feedback_1e6edf40.pdf,Reinforcement_Learning_for_Bandit_Neural_Machine_Translation_1e6edf40.pdf,Reinforcement Learning for Bandit Neural Machine Translation,ok
AI Risk Mitigation,Thinking_Fast_and_Slow_with_Deep_Learning_and_Tree_Search_Thomas_Anthony1_Zheng_Tian1_and__d6456a25.pdf,Thinking_Fast_and_Slow_with_Deep_Learning_and_Tree_Search_d6456a25.pdf,Thinking Fast and Slow with Deep Learning and Tree Search,ok
AI Risk Mitigation,Crowdsourcing_Multiple_Choice_Science_Questions_Johannes_Welbl_Computer_Science_Department_cb1d4272.pdf,Crowdsourcing_Multiple_Choice_Science_Questions_Johannes_Welbl_cb1d4272.pdf,Crowdsourcing Multiple Choice Science Questions Johannes Welbl∗,ok
AI Risk Mitigation,The_political_ideology_of_conversational_AI_Converging_evidence_on_ChatGPTs_pro-environmen_950cbdca.pdf,The_political_ideology_of_conversational_AI_Converging_evidence_on_ChatGPTs_950cbdca.pdf,The political ideology of conversational AI: Converging evidence on ChatGPT’s,ok
AI Risk Mitigation,Easy-to-Hard_Generalization_Scalable_Alignment_Beyond_Human_Supervision_Zhiqing_Sun1_Longh_9511b543.pdf,Easy-to-Hard_Generalization_9511b543.pdf,Easy-to-Hard Generalization,ok
AI Risk Mitigation,R_EPRESENTATION_E_NGINEERING_A_T_OP_-D_OWN_A_PPROACH_TO_AI_T_RANSPARENCY_Andy_Zou12_Long_P_1df66dc4.pdf,Representation_Engineering_1df66dc4.pdf,Representation Engineering,ok
AI Safety,height18ptfiguresmiscstethoscope.png_Patchscopes_A_Unifying_Framework_for_Inspecting_Hidde_8080a62e.pdf,Patchscopes_A_Unifying_Framework_for_Inspecting_Hidden_Representations_of_Language_Models_8080a62e.pdf,Patchscopes: A Unifying Framework for Inspecting Hidden Representations of Language Models,ok
AI Safety,Published_as_a_conference_paper_at_ICLR_2023_S_ELF_-C_ONSISTENCY_I_MPROVES_C_HAIN_OF_T_HOU_ff8dcb0e.pdf,Self_-Consistency_Improves_Chain_OF_Thought_Reasoning_IN_Language_Models_ff8dcb0e.pdf,Self -Consistency Improves Chain OF Thought Reasoning IN Language Models,ok
AI Safety,height18ptfigsself-sq.pngSelfIE_Self-Interpretation_of_Large_Language_Model_Embeddings_a17c983d.pdf,SelfIE_Self-Interpretation_of_Large_Language_Model_Embeddings_a17c983d.pdf,SelfIE: Self-Interpretation of Large Language Model Embeddings,ok
AI Safety,An_Approach_to_Technical_AGI_Safety_and_Rohin_Shah1_Alex_Irpan1_Alexander_Matt_Turner1_Ann_634415aa.pdf,An_Approach_to_Technical_AGI_Safety_and_Security_634415aa.pdf,An Approach to Technical AGI Safety and Security,ok
AI Safety,Published_as_a_conference_paper_at_ICLR_2023_L_EVERAGING_L_ARGE_L_ANGUAGE_M_ODELS_FOR_M_UL_25696464.pdf,Leveraging_Large_Language_Models_FOR_25696464.pdf,Leveraging Large Language Models FOR,ok
Model-level Mitigation,Generative_AI_Research_Weak-to-Strong_Reasoning_Yuqing_Yang24_Yan_Ma234_Pengfei_Liu134_8977ba25.pdf,Generative_AI_Research_Weak-to-Strong_Reasoning_8977ba25.pdf,Generative AI Research Weak-to-Strong Reasoning,ok
Model-level Mitigation,Large_Language_Models_(GPT)_Struggle_to_Answer_Multiple-Choice_Questions_about_Code_Jaromi_7529cac3.pdf,Large_Language_Models_(GPT)_Struggle_to_Answer_Multiple-Choice_7529cac3.pdf,Large Language Models (GPT) Struggle to Answer Multiple-Choice,ok
Model-level Mitigation,Deliberative_Alignment_Reasoning_Enables_Safer_Language_Models_Melody_Y._Guan_Manas_Joglek_b449e61c.pdf,Deliberative_Alignment_Reasoning_Enables_Safer_Language_Models_b449e61c.pdf,Deliberative Alignment: Reasoning Enables Safer Language Models,ok
AI Alignment,A_LIGNMENT_FAKING_IN_LARGE_LANGUAGE_MODELS_Ryan_Greenblatt_Carson_Denison_Benjamin_Wright__ac957a1e.pdf,Alignment_FAKING_IN_LARGE_LANGUAGE_MODELS_ac957a1e.pdf,Alignment FAKING IN LARGE LANGUAGE MODELS,ok
Evaluation,Stress-Testing_Capability_Elicitation_With_Password-Locked_Models_Ryan_Greenblatt_b39ec4a4.pdf,Stress-Testing_Capability_Elicitation_With_Password-Locked_Models_b39ec4a4.pdf,Stress-Testing Capability Elicitation With Password-Locked Models,ok
Evaluation,Inference-Time_Intervention_Eliciting_Truthful_Answers_from_a_Language_Model_Kenneth_Li_Oa_8f37248e.pdf,Inference-Time_Intervention_Eliciting_Truthful_Answers_from_a_Language_Model_8f37248e.pdf,Inference-Time Intervention: Eliciting Truthful Answers from a Language Model,ok
Evaluation,P_ERSISTENT_P_RE_-_TRAINING_P_OISONING_OF_LLM_S_Yiming_Zhang13_Javier_Rando23_Ivan_Evtimov_5c649617.pdf,Persistent_Pre_-_TRAINING_Poisoning_OF_LLM_S_5c649617.pdf,Persistent Pre - TRAINING Poisoning OF LLM S,ok
Evaluation,D_O_U_NLEARNING_M_ETHODS_R_EMOVE_I_NFORMATION_FROM_L_ANGUAGE_M_ODEL_W_EIGHTS_Fabien_Roger_c1f30091.pdf,D_O_Unlearning_Methods_Remove_Information_FROM_Language_Model_Weights_c1f30091.pdf,D O Unlearning Methods Remove Information FROM Language Model Weights ?,ok
Evaluation,CVE-Bench_A_Benchmark_for_AI_Agents_Ability_to_Exploit_Real-World_Web_Application_Vulnerab_5e13cdc7.pdf,CVE-Bench_A_Benchmark_for_AI_Agents_Ability_to_Exploit_Real-World_Web_5e13cdc7.pdf,CVE-Bench: A Benchmark for AI Agents’ Ability to Exploit Real-World Web,ok
Evaluation,Noname_manuscript_No._(will_be_inserted_by_the_editor)_ImageNet_Large_Scale_Visual_Recogni_06aa950e.pdf,Noname_manuscript_No._(will_be_inserted_by_the_editor)_06aa950e.pdf,Noname manuscript No. (will be inserted by the editor),ok
Evaluation,25_May_2023_Model_evaluation_for_extreme_risks_Toby_Shevlane1_Sebastian_Farquhar1_Ben_Garf_31d9a8c2.pdf,25_May_2023_Model_evaluation_for_extreme_risks_31d9a8c2.pdf,25 May 2023 Model evaluation for extreme risks,ok
Evaluation,Published_at_the_LLM_Agents_workshop_at_ICLR_2024_L_ARGE_L_ANGUAGE_M_ODELS_CAN_S_TRATEGICA_9f89adf4.pdf,Published_at_the_LLM_Agents_workshop_at_ICLR_2024_9f89adf4.pdf,Published at the LLM Agents workshop at ICLR 2024,ok
Evaluation,LLMEval_A_Preliminary_Study_on_How_to_Evaluate_Large_Language_Models_Yue_Zhang1_Ming_Zhang_e78ecea8.pdf,LLMEval_A_Preliminary_Study_on_How_to_Evaluate_Large_Language_Models_e78ecea8.pdf,LLMEval: A Preliminary Study on How to Evaluate Large Language Models,ok
Evaluation,Games_for_AI_Control_Models_of_Safety_Evaluations_of_AI_Deployment_Protocols_Charlie_Griff_f977b960.pdf,Games_for_AI_Control_Models_of_Safety_Evaluations_of_AI_Deployment_Protocols_f977b960.pdf,Games for AI Control: Models of Safety Evaluations of AI Deployment Protocols,ok
Evaluation,R_APID_R_ESPONSE_M_ITIGATING_LLM_JAILBREAKS_WITH_A_F_EW_E_XAMPLES_Alwin_Peng1_Julian_Micha_f9b96b70.pdf,Rapid_Response_Mitigating_LLM_JAILBREAKS_WITH_A_Few_Examples_f9b96b70.pdf,Rapid Response : Mitigating LLM JAILBREAKS WITH A Few Examples,ok
Evaluation,Self-critiquing_models_for_assisting_human_evaluators_William_Saunders_Steven_Bills_2bba6c32.pdf,Self-critiquing_models_for_assisting_human_evaluators_William_Saunders_2bba6c32.pdf,Self-critiquing models for assisting human evaluators William Saunders∗,ok
Evaluation,A_Careful_Examination_of_Large_Language_Model_Performance_on_Grade_School_Arithmetic_Hugh__d78e5059.pdf,A_Careful_Examination_of_Large_Language_Model_d78e5059.pdf,A Careful Examination of Large Language Model,ok
Evaluation,AgentDojo_A_Dynamic_Environment_to_Evaluate_Prompt_Injection_Attacks_and_Defenses_for_LLM__c8740393.pdf,AgentDojo_A_Dynamic_Environment_to_Evaluate_Prompt_Injection_Attacks_and_Defenses_c8740393.pdf,AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses,ok
Evaluation,Published_as_a_conference_paper_at_ICLR_2022_F_INETUNED_L_ANGUAGE_M_ODELS_A_RE_Z_ERO_-S_HO_0c57a508.pdf,Finetuned_Language_Models_Are_Zero_-Shot_Learners_0c57a508.pdf,Finetuned Language Models Are Zero -Shot Learners,ok
Evaluation,E_IGHT_M_ETHODS_TO_E_VALUATE_ROBUST_U_NLEARNING_IN_LLM_S_Phillip_Guo_fbdbe12a.pdf,Eight_Methods_TO_Evaluate_ROBUST_Unlearning_IN_LLM_S_Phillip_Guo_fbdbe12a.pdf,Eight Methods TO Evaluate ROBUST Unlearning IN LLM S Phillip Guo∗,ok
Evaluation,L_ING_O_LY_A_Benchmark_of_Olympiad-Level_Linguistic_Reasoning_Puzzles_in_Low-Resource_and__5dc26ecc.pdf,Ling_Oly_A_Benchmark_of_Olympiad-Level_Linguistic_Reasoning_Puzzles_in_Low-Resource_and_5dc26ecc.pdf,Ling Oly: A Benchmark of Olympiad-Level Linguistic Reasoning Puzzles in Low-Resource and,ok
Evaluation,Published_as_a_conference_paper_at_ICLR_2025_AI_S_ANDBAGGING_L_ANGUAGE_M_ODELS_CAN_S_TRATE_e36d8f95.pdf,AI_Sandbagging_Language_Models_CAN_Strategically_Underperform_ON_Evaluations_e36d8f95.pdf,AI Sandbagging : Language Models CAN Strategically Underperform ON Evaluations,ok
Evaluation,Published_in_Transactions_on_Machine_Learning_Research_(082023)_Holistic_Evaluation_of_Lan_3d3d51b0.pdf,on_Machine_Learning_Research_(082023)_Holistic_Evaluation_of_Language_Models_3d3d51b0.pdf,on Machine Learning Research (08/2023) Holistic Evaluation of Language Models,ok
