url,handler
https://ar5iv.labs.arxiv.org/html/lichess.org,arxiv
https://arbital.com/p/expected_utility_formalism?l=7hh,web
https://arbital.com/p/orthogonality,web
https://arena3-chapter1-transformer-interp.streamlit.app/Monthly_Algorithmic_Problems,web
https://artificialintelligenceact.eu/article/56,web
https://arxiv.org/abs/1207.4708,arxiv
https://arxiv.org/abs/1306.5709,arxiv
https://arxiv.org/abs/1409.0575,arxiv
https://arxiv.org/abs/1511.06732,arxiv
https://arxiv.org/abs/1601.04468,arxiv
https://arxiv.org/abs/1607.07086,arxiv
https://arxiv.org/abs/1612.03651,arxiv
https://arxiv.org/abs/1707.06209,arxiv
https://arxiv.org/abs/1707.07402,arxiv
https://arxiv.org/abs/1804.07461,arxiv
https://arxiv.org/abs/1805.00899,arxiv
https://arxiv.org/abs/1809.02789,arxiv
https://arxiv.org/abs/1810.03993,arxiv
https://arxiv.org/abs/1810.08575,arxiv
https://arxiv.org/abs/1811.07871,arxiv
https://arxiv.org/abs/1904.01130,arxiv
https://arxiv.org/abs/1904.09728,arxiv
https://arxiv.org/abs/1905.07830v1,arxiv
https://arxiv.org/abs/1905.10044,arxiv
https://arxiv.org/abs/1909.03553,arxiv
https://arxiv.org/abs/1909.08593,arxiv
https://arxiv.org/abs/1911.11641,arxiv
https://arxiv.org/abs/2001.08361,arxiv
https://arxiv.org/abs/2004.00345,arxiv
https://arxiv.org/abs/2004.07213,arxiv
https://arxiv.org/abs/2006.04948,arxiv
https://arxiv.org/abs/2008.02275,arxiv
https://arxiv.org/abs/2009.03300,arxiv
https://arxiv.org/abs/2010.06595,arxiv
https://arxiv.org/abs/2012.00363,arxiv
https://arxiv.org/abs/2012.08347,arxiv
https://arxiv.org/abs/2103.03874,arxiv
https://arxiv.org/abs/2106.09685,arxiv
https://arxiv.org/abs/2107.03374,arxiv
https://arxiv.org/abs/2108.04812,arxiv
https://arxiv.org/abs/2108.12099,arxiv
https://arxiv.org/abs/2109.01652,arxiv
https://arxiv.org/abs/2109.10862,arxiv
https://arxiv.org/abs/2112.00861,arxiv
https://arxiv.org/abs/2112.09332,arxiv
https://arxiv.org/abs/2112.11446,arxiv
https://arxiv.org/abs/2201.11903,arxiv
https://arxiv.org/abs/2202.03286,arxiv
https://arxiv.org/abs/2203.02155,arxiv
https://arxiv.org/abs/2203.10079,arxiv
https://arxiv.org/abs/2203.11171,arxiv
https://arxiv.org/abs/2203.15556,arxiv
https://arxiv.org/abs/2204.05862,arxiv
https://arxiv.org/abs/2206.04615,arxiv
https://arxiv.org/abs/2206.05802,arxiv
https://arxiv.org/abs/2206.07682,arxiv
https://arxiv.org/abs/2206.11871,arxiv
https://arxiv.org/abs/2206.13353,arxiv
https://arxiv.org/abs/2208.02294,arxiv
https://arxiv.org/abs/2209.07858,arxiv
https://arxiv.org/abs/2209.14375,arxiv
https://arxiv.org/abs/2210.01241,arxiv
https://arxiv.org/abs/2210.10760,arxiv
https://arxiv.org/abs/2210.12353,arxiv
https://arxiv.org/abs/2211.03540,arxiv
https://arxiv.org/abs/2211.09110,arxiv
https://arxiv.org/abs/2212.03827,arxiv
https://arxiv.org/abs/2212.09710,arxiv
https://arxiv.org/abs/2301.01768,arxiv
https://arxiv.org/abs/2302.08582,arxiv
https://arxiv.org/abs/2303.08033,arxiv
https://arxiv.org/abs/2303.09001,arxiv
https://arxiv.org/abs/2303.13360,arxiv
https://arxiv.org/abs/2304.13734,arxiv
https://arxiv.org/abs/2304.15004,arxiv
https://arxiv.org/abs/2305.04388,arxiv
https://arxiv.org/abs/2305.10601,arxiv
https://arxiv.org/abs/2305.15324,arxiv
https://arxiv.org/abs/2305.16367,arxiv
https://arxiv.org/abs/2306.03341,arxiv
https://arxiv.org/abs/2306.03809,arxiv
https://arxiv.org/abs/2306.05685,arxiv
https://arxiv.org/abs/2306.09983,arxiv
https://arxiv.org/abs/2306.13952,arxiv
https://arxiv.org/abs/2306.14898,arxiv
https://arxiv.org/abs/2307.03109,arxiv
https://arxiv.org/abs/2307.09288,arxiv
https://arxiv.org/abs/2307.11768,arxiv
https://arxiv.org/abs/2307.13702,arxiv
https://arxiv.org/abs/2307.15043,arxiv
https://arxiv.org/abs/2308.03296,arxiv
https://arxiv.org/abs/2308.03688,arxiv
https://arxiv.org/abs/2309.00667,arxiv
https://arxiv.org/abs/2310.01405,arxiv
https://arxiv.org/abs/2310.06824,arxiv
https://arxiv.org/abs/2310.07298,arxiv
https://arxiv.org/abs/2310.10683,arxiv
https://arxiv.org/abs/2310.11324,arxiv
https://arxiv.org/abs/2310.11986,arxiv
https://arxiv.org/abs/2310.13548,arxiv
https://arxiv.org/abs/2310.18233,arxiv
https://arxiv.org/abs/2311.00117,arxiv
https://arxiv.org/abs/2311.02462,arxiv
https://arxiv.org/abs/2311.05915,arxiv
https://arxiv.org/abs/2311.07590,arxiv
https://arxiv.org/abs/2311.08379,arxiv
https://arxiv.org/abs/2311.08702,arxiv
https://arxiv.org/abs/2311.10538,arxiv
https://arxiv.org/abs/2311.12022,arxiv
https://arxiv.org/abs/2311.14455,arxiv
https://arxiv.org/abs/2311.16452,arxiv
https://arxiv.org/abs/2312.01037,arxiv
https://arxiv.org/abs/2312.01276,arxiv
https://arxiv.org/abs/2312.01552,arxiv
https://arxiv.org/abs/2312.03729,arxiv
https://arxiv.org/abs/2312.04945,arxiv
https://arxiv.org/abs/2312.06681,arxiv
https://arxiv.org/abs/2312.06942,arxiv
https://arxiv.org/abs/2312.07398,arxiv
https://arxiv.org/abs/2312.07413,arxiv
https://arxiv.org/abs/2312.09390,arxiv
https://arxiv.org/abs/2312.11805,arxiv
https://arxiv.org/abs/2312.12747,arxiv
https://arxiv.org/abs/2312.16171v2,arxiv
https://arxiv.org/abs/2401.00595,arxiv
https://arxiv.org/abs/2401.03408,arxiv
https://arxiv.org/abs/2401.05566,arxiv
https://arxiv.org/abs/2401.06102,arxiv
https://arxiv.org/abs/2401.06751,arxiv
https://arxiv.org/abs/2401.07955,arxiv
https://arxiv.org/abs/2401.13138,arxiv
https://arxiv.org/abs/2401.13986,arxiv
https://arxiv.org/abs/2402.06782,arxiv
https://arxiv.org/abs/2402.09739,arxiv
https://arxiv.org/abs/2402.10260,arxiv
https://arxiv.org/abs/2402.16835,arxiv
https://arxiv.org/abs/2403.03218,arxiv
https://arxiv.org/abs/2403.05030,arxiv
https://arxiv.org/abs/2403.05518,arxiv
https://arxiv.org/abs/2403.07918,arxiv
https://arxiv.org/abs/2403.09472,arxiv
https://arxiv.org/abs/2403.10949,arxiv
https://arxiv.org/abs/2403.13793,arxiv
https://arxiv.org/abs/2404.09932,arxiv
https://arxiv.org/abs/2404.13076,arxiv
https://arxiv.org/abs/2405.00332,arxiv
https://arxiv.org/abs/2405.06624,arxiv
https://arxiv.org/abs/2405.10938,arxiv
https://arxiv.org/abs/2405.19550,arxiv
https://arxiv.org/abs/2406.04313,arxiv
https://arxiv.org/abs/2406.04341,arxiv
https://arxiv.org/abs/2406.05590,arxiv
https://arxiv.org/abs/2406.06046,arxiv
https://arxiv.org/abs/2406.06196,arxiv
https://arxiv.org/abs/2406.07358v2,arxiv
https://arxiv.org/abs/2406.07882,arxiv
https://arxiv.org/abs/2406.13352,arxiv
https://arxiv.org/abs/2407.04622,arxiv
https://arxiv.org/abs/2407.04694,arxiv
https://arxiv.org/abs/2407.08708,arxiv
https://arxiv.org/abs/2407.13647,arxiv
https://arxiv.org/abs/2407.13692,arxiv
https://arxiv.org/abs/2407.21783,arxiv
https://arxiv.org/abs/2408.03314,arxiv
https://arxiv.org/abs/2408.06292,arxiv
https://arxiv.org/abs/2408.08926,arxiv
https://arxiv.org/abs/2409.02822,arxiv
https://arxiv.org/abs/2409.05816,arxiv
https://arxiv.org/abs/2409.07985,arxiv
https://arxiv.org/abs/2409.12822,arxiv
https://arxiv.org/abs/2409.16986,arxiv
https://arxiv.org/abs/2409.18025,arxiv
https://arxiv.org/abs/2409.18433,arxiv
https://arxiv.org/abs/2410.03768,arxiv
https://arxiv.org/abs/2410.05629v1,arxiv
https://arxiv.org/abs/2410.07095,arxiv
https://arxiv.org/abs/2410.08827,arxiv
https://arxiv.org/abs/2410.09024,arxiv
https://arxiv.org/abs/2410.09114,arxiv
https://arxiv.org/abs/2410.13215,arxiv
https://arxiv.org/abs/2410.13722,arxiv
https://arxiv.org/abs/2410.13722v1,arxiv
https://arxiv.org/abs/2410.13787,arxiv
https://arxiv.org/abs/2410.21514,arxiv
https://arxiv.org/abs/2411.00640v1,arxiv
https://arxiv.org/abs/2411.03336,arxiv
https://arxiv.org/abs/2411.04872,arxiv
https://arxiv.org/abs/2411.07494v1,arxiv
https://arxiv.org/abs/2411.12990,arxiv
https://arxiv.org/abs/2411.16035,arxiv
https://arxiv.org/abs/2412.00586,arxiv
https://arxiv.org/abs/2412.01946,arxiv
https://arxiv.org/abs/2412.04984,arxiv
https://arxiv.org/abs/2412.08686,arxiv
https://arxiv.org/abs/2412.08905,arxiv
https://arxiv.org/abs/2412.12480,arxiv
https://arxiv.org/abs/2412.14093,arxiv
https://arxiv.org/abs/2412.14161,arxiv
https://arxiv.org/abs/2412.19437,arxiv
https://arxiv.org/abs/2501.18837,arxiv
https://arxiv.org/abs/2502.02180,arxiv
https://arxiv.org/abs/2502.03461,arxiv
https://arxiv.org/abs/2502.12115,arxiv
https://arxiv.org/abs/2503.05731,arxiv
https://arxiv.org/abs/2503.11926,arxiv
https://arxiv.org/abs/2503.17332,arxiv
https://arxiv.org/abs/2504.01849,arxiv
https://arxiv.org/abs/2505.05410,arxiv
https://arxiv.org/abs/2507.11473,arxiv
https://arxiv.org/abs/2508.06601,arxiv
https://arxiv.org/abs/2510.07192,arxiv
https://arxiv.org/html/2310.06474v3,arxiv
https://arxiv.org/pdf/1705.08439.pdf,arxiv
https://arxiv.org/pdf/1705.08807.pdf,arxiv
https://arxiv.org/pdf/1805.00899.pdf,arxiv
https://arxiv.org/pdf/1810.08575.pdf,arxiv
https://arxiv.org/pdf/1811.07871.pdf,arxiv
https://arxiv.org/pdf/1906.01820,arxiv
https://arxiv.org/pdf/2005.14165.pdf,arxiv
https://arxiv.org/pdf/2108.07790,arxiv
https://arxiv.org/pdf/2110.07602.pdf,arxiv
https://arxiv.org/pdf/2201.11903.pdf,arxiv
https://arxiv.org/pdf/2204.05862,arxiv
https://arxiv.org/pdf/2206.05802.pdf,arxiv
https://arxiv.org/pdf/2206.13353.pdf,arxiv
https://arxiv.org/pdf/2207.11680.pdf,arxiv
https://arxiv.org/pdf/2209.00626.pdf,arxiv
https://arxiv.org/pdf/2212.08073.pdf,arxiv
https://arxiv.org/pdf/2212.09251.pdf,arxiv
https://arxiv.org/pdf/2305.10403,arxiv
https://arxiv.org/pdf/2308.14752,arxiv
https://arxiv.org/pdf/2308.14752.pdf,arxiv
https://arxiv.org/pdf/2310.13548,arxiv
https://arxiv.org/pdf/2310.13548.pdf,arxiv
https://arxiv.org/pdf/2311.12022,arxiv
https://arxiv.org/pdf/2311.14125.pdf,arxiv
https://arxiv.org/pdf/2311.17295.pdf,arxiv
https://arxiv.org/pdf/2402.06782.pdf,arxiv
https://arxiv.org/pdf/2403.13793,arxiv
https://arxiv.org/pdf/2408.06292,arxiv
https://arxiv.org/pdf/2409.04109,arxiv
https://arxiv.org/pdf/2410.07095,arxiv
https://arxiv.org/pdf/2410.09114,arxiv
https://arxiv.org/pdf/2412.16339,arxiv
https://arxiv.org/pdf/2412.16720,arxiv
https://arxiv.org/pdf/2502.14499,arxiv
https://arxiv.org/pdf/2504.16137,arxiv
https://arxiv.org/pdf/2507.11473,arxiv
https://arxiv.org/pdf/2602.16703,arxiv
https://assets.anthropic.com/m/24c8d0a3a7d0a1f1/original/Alignment-Faking-in-Large-Language-Models-reviews.pdf,pdf
https://assets.anthropic.com/m/52eab1f8cf3f04a6/original/Alignment-Faking-Policy-Memo.pdf,pdf
https://assets.anthropic.com/m/6d46dac66e1a132a/original/Agentic\_Misalignment\_Appendix.pdf,pdf
https://assets.anthropic.com/m/6d46dac66e1a132a/original/Agentic_Misalignment_Appendix.pdf,pdf
https://assets.anthropic.com/m/71876fabef0f0ed4/original/reasoning_models_paper.pdf,pdf
https://attack.mitre.org/,web
https://benchmarking-interpretability.csail.mit.edu/challenges-and-prizes,web
https://benmgarfinkel.blog/2021/02/26/is-democracy-a-fad,web
https://blog.eleuther.ai/deep-ignorance,web
https://bluedot.org/blog/faithful-chain-of-thought,web
https://bluedot.org/blog/introduction-to-mechanistic-interpretability,web
https://bluedot.org/blog/rlhf-explainer,web
https://bluedot.org/blog/scalable-oversight-intro,web
https://bluedot.org/blog/what-is-ai-alignment?utm_source=civai,web
https://bluedot.org/blog/what-is-constitutional-ai,web
https://bluedot.org/blog/what-is-machine-unlearning-and-why-is-it-useful,web
https://bluedot.org/blog/what-is-recursive-reward-modelling,web
https://bluedot.org/blog/what-is-supervised-fine-tuning,web
https://bluedot.org/contact,web
https://bluedot.org/courses/future-of-ai,web
https://bluedot.org/courses/future-of-ai?utm_source=bluedot-blog&utm_campaign=deliberative-alignment,web
https://bluedot.org/courses/future-of-ai?utm_source=civai,web
https://carnegieendowment.org/research/2024/09/if-then-commitments-for-ai-risk-reduction?lang=en,web
https://carper.ai/,web
https://civai.org/blog/situational-awareness-alignment,web
https://compdemocracy.org/,web
https://course.aisafetyfundamentals.com/alignment?session=3,web
https://course.aisafetyfundamentals.com/alignment?session=3&scrollTo=exercises,web
https://course.aisafetyfundamentals.com/alignment?session=4,web
https://crfm.stanford.edu/helm/classic/latest,web
https://crfm.stanford.edu/helm/lite/latest,web
https://ctc.westpoint.edu/revisiting-al-qaidas-anthrax-program,web
https://ctf.spylab.ai/,web
https://cybench.github.io/,web
https://cybercapabilities.org/,web
https://darioamodei.com/machines-of-loving-grace,web
https://data.x.ai/2025-08-20-xai-risk-management-framework.pdf,pdf
https://deepmind.google/discover/blog/alphaproteo-generates-novel-proteins-for-biology-and-health-research,web
https://deepmind.google/discover/blog/artificial-intelligence-values-and-alignment,web
https://deepmind.google/discover/blog/introducing-the-frontier-safety-framework,web
https://deepmind.google/discover/blog/specification-gaming-the-flip-side-of-ai-ingenuity,web
https://deepmind.google/discover/blog/updating-the-frontier-safety-framework,web
https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00264/43501/DREAM-A-Challenge-Data-Set-and-Models-for-Dialogue,web
https://distill.pub/2018/building-blocks,web
https://distill.pub/2020/circuits/frequency-edges,web
https://dl.acm.org/doi/abs/10.1145/3351095.3372873,web
https://doi.org/10.48550/arXiv.2502.14143,web
https://en.wikipedia.org/wiki/AlphaGo,web
https://en.wikipedia.org/wiki/American_Psycho_\(film\,web
https://en.wikipedia.org/wiki/Antagonistic_pleiotropy_hypothesis,web
https://en.wikipedia.org/wiki/Arcadia_\(play\,web
https://en.wikipedia.org/wiki/Assurance_contract,web
https://en.wikipedia.org/wiki/Atoms_for_Peace,web
https://en.wikipedia.org/wiki/BLEU,web
https://en.wikipedia.org/wiki/Baruch_Plan,web
https://en.wikipedia.org/wiki/Bayes_factor,web
https://en.wikipedia.org/wiki/CAR_T_cell,web
https://en.wikipedia.org/wiki/CBRN_defense,web
https://en.wikipedia.org/wiki/CLARITY,web
https://en.wikipedia.org/wiki/CRISPR,web
https://en.wikipedia.org/wiki/Concorde,web
https://en.wikipedia.org/wiki/Confidential_computing,web
https://en.wikipedia.org/wiki/Construct_validity,web
https://en.wikipedia.org/wiki/Cruel_and_unusual_punishment,web
https://en.wikipedia.org/wiki/Deep_Blue_\(chess_computer\,web
https://en.wikipedia.org/wiki/Down_and_Out_in_the_Magic_Kingdom,web
https://en.wikipedia.org/wiki/Elo_rating_system,web
https://en.wikipedia.org/wiki/Expansion_microscopy,web
https://en.wikipedia.org/wiki/External_validity,web
https://en.wikipedia.org/wiki/Externality,web
https://en.wikipedia.org/wiki/Five_Eyes,web
https://en.wikipedia.org/wiki/Four_Asian_Tigers,web
https://en.wikipedia.org/wiki/Friedrich_Hayek,web
https://en.wikipedia.org/wiki/Goodhart%27s_law,web
https://en.wikipedia.org/wiki/Google,web
https://en.wikipedia.org/wiki/Green_Revolution,web
https://en.wikipedia.org/wiki/Hodgkin%E2%80%93Huxley_model,web
https://en.wikipedia.org/wiki/Institute_for_Disease_Modeling,web
https://en.wikipedia.org/wiki/Intel,web
https://en.wikipedia.org/wiki/Kullback%E2%80%93Leibler_divergence,web
https://en.wikipedia.org/wiki/Landauer%27s_principle,web
https://en.wikipedia.org/wiki/Lump_of_labour_fallacy,web
https://en.wikipedia.org/wiki/Malaria_vaccine,web
https://en.wikipedia.org/wiki/Optogenetics,web
https://en.wikipedia.org/wiki/Order_statistic,web
https://en.wikipedia.org/wiki/Quantum_tunnelling,web
https://en.wikipedia.org/wiki/ROUGE_\(metric\,web
https://en.wikipedia.org/wiki/Roth_v._United_States,web
https://en.wikipedia.org/wiki/Sensitive_compartmented_information_facility,web
https://en.wikipedia.org/wiki/Smart_contract,web
https://en.wikipedia.org/wiki/Social_Security_debate_in_the_United_States,web
https://en.wikipedia.org/wiki/Socialist_calculation_debate,web
https://en.wikipedia.org/wiki/Sortition,web
https://en.wikipedia.org/wiki/Sr%C4%91a_Popovi%C4%87_\(activist\,web
https://en.wikipedia.org/wiki/Statistical_hypothesis_testing,web
https://en.wikipedia.org/wiki/Sydney_Brenner,web
https://en.wikipedia.org/wiki/Technological_singularity,web
https://en.wikipedia.org/wiki/The_Art_of_the_Deal,web
https://en.wikipedia.org/wiki/The_Better_Angels_of_Our_Nature,web
https://en.wikipedia.org/wiki/The_End_of_History_and_the_Last_Man,web
https://en.wikipedia.org/wiki/The_Great_Illusion,web
https://en.wikipedia.org/wiki/Three-body_problem,web
https://en.wikipedia.org/wiki/Tit_for_tat,web
https://en.wikipedia.org/wiki/United_States_Armed_Forces,web
https://en.wikipedia.org/wiki/United_States_government_role_in_civil_aviation,web
https://en.wikipedia.org/wiki/Wikipedia:Manual_of_Style,web
https://epoch.ai/about/team/anson-ho,web
https://epoch.ai/cookies,web
https://epoch.ai/gradient-updates/the-real-reason-ai-benchmarks-havent-reflected-economic-impacts,web
https://epoch.ai/privacy,web
https://epochai.substack.com/subscribe,web
https://ev.org/,web
https://evaluations.metr.org/openai-o1-preview-report,web
https://fas.org/publication/increasing-policy-readiness-of-ideas,web
https://foresight.org/ai-safety,web
https://fortune.com/2025/08/14/worried-ai-could-teach-people-to-build-bioweapons-dont-teach-it-how-say-researchers,web
https://forum.effectivealtruism.org/posts/ajBYeiggAzu6Cgb3o/biological-anchors-is-about-bounding-not-pinpointing-ai?commentId=59wqZk8wcKdEWQG3J,web
https://forum.effectivealtruism.org/posts/ajBYeiggAzu6Cgb3o/biological-anchors-is-about-bounding-not-pinpointing-ai?commentId=nEeuknn4unKTWEd6i,web
https://futureoflife.org/asi-polling,web
https://futureoflife.org/open-letter/pause-giant-ai-experiments,web
https://garrisonlovely.substack.com/p/claude-doesnt-want-to-die,web
https://github.com/CarperAI/trlx,github
https://github.com/EleutherAI/lm-evaluation-harness,github
https://github.com/METR/RE-Bench/tree/main/ai_rd_optimize_llm_foundry,github
https://github.com/METR/RE-Bench/tree/main/ai_rd_rust_codecontests_inference,github
https://github.com/METR/RE-Bench/tree/main/ai_rd_triton_cumsum,github
https://github.com/METR/public-tasks/tree/main/tasks/reversal_curse,github
https://github.com/SakanaAI/AI-Scientist,github
https://github.com/Significant-Gravitas/AutoGPT,github
https://github.com/UKGovernmentBEIS/inspect_evals/pull/228,github
https://github.com/UKGovernmentBEIS/inspect_evals/pull/254,github
https://github.com/UKGovernmentBEIS/inspect_evals/tree/main/src/inspect_evals,github
https://github.com/allenai/RL4LMs,github
https://github.com/anthropic-experimental/agentic-misalignment,github
https://github.com/anthropics/anthropic-quickstarts/blob/main/computer-use-demo/computer_use_demo/tools/edit.py?ref=musings.yasyf.com,github
https://github.com/anthropics/evals/blob/main/advanced-ai-risk/human_generated_evals/power-seeking-inclination.jsonl,github
https://github.com/apartresearch/3cb,github
https://github.com/ethz-spylab/rlhf_trojan_competition,github
https://github.com/inverse-scaling/prize,github
https://github.com/karpathy/llm.c,github
https://github.com/lichess-org/database,github
https://github.com/lvwerra/trl,github
https://github.com/meta-llama/PurpleLlama,github
https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/11B-vision/README.md,github
https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/8B/MODEL_CARD.md,github
https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/8B/README.md,github
https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Prompt-Guard-2/86M/MODEL_CARD.md,github
https://github.com/openai/evals/blob/main/evals/elsuite/steganography/readme.md,github
https://github.com/openai/lm-human-preferences,github
https://github.com/openai/summarize-from-feedback,github
https://github.com/openai/weak-to-strong,github
https://github.com/unslothai/unsloth,github
https://gluebenchmark.com/,web
https://haizelabs.com/,web
https://hls.harvard.edu/faculty/noah-r-feldman,web
https://home.cern/resources/faqs/five-sigma,web
https://huggingface.co/EleutherAI/deep-ignorance-e2e-extra-weak-filter,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-strong-filter,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-strong-filter-cb,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-strong-filter-cb-lat,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-strong-filter-strong-knowledge-corrupted,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-strong-filter-weak-knowledge-corrupted,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-e2e-weak-filter,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-pretraining-stage-unfiltered,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-strong-filter-pt-weak-filter-anneal,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-strong-filter-pt-weak-filter-anneal-cb,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-strong-filter-pt-weak-filter-anneal-cb-lat,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-unfiltered,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-unfiltered-cb,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-unfiltered-cb-lat,huggingface
https://huggingface.co/EleutherAI/deep-ignorance-weak-filter-pt-strong-filter-anneal,huggingface
https://huggingface.co/Kamalesh0081,huggingface
https://huggingface.co/blog/deep-rl-ppo,huggingface
https://huggingface.co/blog/how-to-train,huggingface
https://huggingface.co/blog/putting_rl_back_in_rlhf_with_rloo,huggingface
https://huggingface.co/blog/rlhf},huggingface
https://huggingface.co/blog/trl-ddpo,huggingface
https://huggingface.co/blog/zh/rlhf,huggingface
https://huggingface.co/chironbang,huggingface
https://huggingface.co/collections/EleutherAI/deep-ignorance-685441040d024a0fee593d68,huggingface
https://huggingface.co/datasets/Anthropic/hh-rlhf,huggingface
https://huggingface.co/datasets/Anthropic/hh-rlhf?row=1,huggingface
https://huggingface.co/datasets/cais/wmdp/viewer/wmdp-bio/test?views%5B%5D=wmdp_bio&row=7,huggingface
https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,huggingface
https://huggingface.co/odats,huggingface
https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,huggingface
https://ifanyonebuildsit.com/_next/image?url=%2Fprivate%2Fmedia-resources%2FIABIED%2520Creatives%2520Resources%2520(Internal,web
https://ifanyonebuildsit.com/media-kit,web
https://inspect.ai-safety-institute.org.uk/,web
https://inst.eecs.berkeley.edu/~cs188/fa24,web
https://inst.eecs.berkeley.edu/~cs188/fa24/assets/lectures/cs188-fa24-lec25.pdf,pdf
https://intelligence.org/2015/12/31/safety-engineering-target-selection-and-alignment-theory,web
https://jack-clark.net/,web
https://joecarlsmith.com/2023/11/15/new-report-scheming-ais-will-ais-fake-alignment-during-training-in-order-to-get-power,web
https://keepthefuturehuman.ai/essay/docs/chapter-1,web
https://keepthefuturehuman.ai/wp-content/uploads/2025/03/Keep_the_Future_Human__AnthonyAguirre__5March2025.pdf,pdf
https://krebsonsecurity.com/2018/07/google-security-keys-neutralized-employee-phishing,web
https://law.yale.edu/john-d-morley,web
https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB53,web
https://lesswrong.com/users/buck,web
https://lilianweng.github.io/posts/2024-11-28-reward-hacking,web
https://link.springer.com/article/10.1007/s11482-022-10070-y,web
https://link.springer.com/article/10.1134/S1062360422040075,web
https://machinocene.substack.com/p/cern-for-ai-an-overview,web
https://manifund.org/projects/apart-research-research-and-talent-acceleration,web
https://metr.github.io/autonomy-evals-guide/elicitation-protocol,web
https://metr.org/,web
https://metr.org/AI_R_D_Evaluation_Report.pdf,pdf
https://metr.org/assets/common-elements-nov-2024.pdf,pdf
https://metr.org/blog/2024-08-29-common-elements-of-frontier-ai-safety-policies,web
https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms,web
https://metr.org/faisc,web
https://metr.org/language-model-pilot-report,web
https://metr.org/rsp-key-components,web
https://metr.org/team?name=chris-painter,web
https://metr.org/team?name=holden-karnofsky,web
https://metr.org/team?name=paul-christiano,web
https://milesbrundage.substack.com/2b7a7fa9-e94d-4b06-80a1-547a43e8587e,web
https://milesbrundage.substack.com/7a98eba7-030a-45ce-9d4f-24e5d9ff8ee9,web
https://milesbrundage.substack.com/90fdaa2c-422f-4d38-8cfb-2e92e69d59f4,web
https://milesbrundage.substack.com/b0f500a6-de37-40c9-b2c2-7e190d7326f3,web
https://milesbrundage.substack.com/b74c3bec-5801-4790-ac31-2fb08f0848c8,web
https://milesbrundage.substack.com/c9fd6b02-2b1c-45c2-bd0a-12a2e4044d4a,web
